Chellow Id,Time Pattern Regime ID,Tele-switch/Clock Indicator,GMT Indicator
366,00396,0,0
367,00397,0,1
368,00398,0,1
369,00400,0,0
370,00401,0,0
371,00404,0,0
372,00405,0,0
373,00406,0,0
374,00407,0,0
375,00408,0,0
376,00409,0,0
377,00410,0,1
378,00411,0,1
379,00412,0,1
380,00413,0,1
381,00414,0,1
382,00415,0,1
383,00416,0,1
384,00417,0,0
385,00418,0,0
386,00419,0,0
387,00420,0,0
388,00421,0,0
389,00422,0,0
390,00423,0,0
391,00424,0,0
392,00425,0,0
393,00426,0,0
394,00427,0,0
395,00428,0,1
396,00429,0,1
397,00430,0,1
398,00431,0,0
399,00432,0,0
400,00433,0,0
401,00434,0,0
402,00435,0,0
403,00436,0,0
404,00437,0,0
405,00438,0,0
406,00439,0,0
407,00440,0,0
408,00441,0,0
409,00442,0,1
410,00443,0,1
411,00444,0,1
412,00447,0,1
413,00448,0,1
414,00453,0,1
415,00454,0,1
416,00455,0,1
417,00462,0,1
418,00463,0,1
419,00466,0,1
420,00467,0,1
421,00468,0,1
422,00475,0,1
423,00476,0,1
424,00477,0,1
425,00478,0,1
426,00485,0,1
427,00486,0,1
428,00487,0,1
429,00488,0,1
430,00489,0,1
431,00490,0,0
432,00491,0,0
433,00492,0,1
434,00493,0,1
435,00494,0,1
436,00500,0,1
437,00501,0,1
438,01000,1,1
439,01001,1,1
440,01002,1,1
441,01003,1,1
442,01004,1,1
443,01005,1,1
444,01006,1,0
445,01007,1,0
446,01008,1,1
447,01009,1,1
448,01010,1,1
449,01011,1,1
450,01012,1,1
451,01013,1,1
452,01014,1,1
453,01015,1,1
454,01016,1,1
455,01017,1,1
456,01018,1,1
457,01019,1,1
458,01020,1,1
459,01021,1,1
460,01022,1,0
461,01023,1,0
462,01024,1,0
463,01025,1,0
464,01027,1,0
465,01028,1,0
466,01029,1,0
467,01030,1,1
468,01032,1,1
469,01034,1,1
470,01035,1,1
471,01036,1,1
472,01037,1,1
473,01038,1,1
474,01039,1,1
475,01040,1,1
476,01041,1,1
477,01042,1,1
478,01043,1,1
479,01044,1,0
480,01045,1,0
481,01046,1,0
482,01047,1,0
483,01048,1,1
484,01049,1,1
485,01050,1,1
486,01051,1,1
487,01052,1,1
488,01053,1,1
489,01054,1,1
490,01055,1,1
491,01056,1,1
492,01057,1,1
493,01058,1,1
494,01059,1,1
495,01060,1,1
496,01061,1,1
497,01062,1,1
498,01063,1,1
499,01064,1,1
500,01065,1,1
501,01066,1,1
502,01067,1,1
503,01068,1,1
504,01069,1,1
505,01070,1,1
506,01071,1,1
507,01072,1,1
508,01073,1,1
509,01074,1,1
510,01075,1,1
511,01076,1,1
512,01077,1,1
513,01078,1,1
514,01079,1,1
515,01080,1,0
516,01081,1,0
517,01082,1,0
518,01083,1,1
519,01084,1,1
520,01085,1,1
521,01086,1,1
522,01087,1,1
523,01088,1,1
524,01089,1,1
525,01090,1,1
526,01091,1,1
527,01092,1,1
528,01093,1,1
529,01094,1,1
530,01095,1,0
531,01096,1,0
532,01097,1,0
533,01098,1,0
534,01099,1,0
535,01100,1,0
536,01101,1,0
537,01102,1,0
538,01103,1,0
539,01104,1,1
540,01105,1,1
541,01106,1,1
542,01107,1,1
543,01108,1,1
544,01109,1,1
545,01110,1,1
546,01111,1,1
547,01112,1,1
548,01113,1,1
549,01114,1,1
550,01115,1,1
551,01116,1,1
552,01118,1,1
553,01119,1,1
554,01120,1,1
555,01121,1,1
556,01122,1,1
557,01123,1,1
558,01124,1,1
559,01125,1,1
560,01126,1,1
561,01127,1,1
562,01128,1,1
563,01129,1,1
564,01130,1,1
565,01131,1,1
566,01132,1,1
567,01133,1,1
568,01134,1,1
569,01135,1,1
570,01136,1,1
571,01137,1,1
572,01138,1,1
573,01139,1,1
574,01140,1,1
575,01141,1,1
576,01142,1,1
577,01143,1,1
578,01144,1,1
579,01145,1,1
580,01146,1,1
581,01147,1,1
582,01148,1,1
583,01149,1,1
584,01150,1,1
585,01151,1,1
586,01152,1,1
587,01153,1,1
588,01154,1,1
589,01155,1,0
590,01156,1,0
591,01157,1,0
592,01161,1,0
593,01162,1,0
594,01163,1,0
595,01167,1,1
596,01168,1,1
597,01169,1,1
598,01170,1,1
599,01171,1,1
600,01172,1,1
601,01173,1,1
602,01174,1,1
603,01175,1,1
604,01176,1,1
605,01177,1,1
606,01178,1,1
607,01179,1,1
608,01180,1,1
609,01181,1,1
610,01182,1,1
611,01183,1,1
612,01184,1,1
613,01185,1,1
614,01186,1,1
615,01189,1,1
616,01190,1,1
617,01191,1,1
618,01192,1,1
619,01193,1,1
620,01194,1,1
621,01195,1,1
622,01196,1,1
623,01200,1,0
624,01201,1,0
625,01202,1,0
626,01203,1,0
627,01204,1,0
628,01205,1,0
629,01206,1,0
630,01207,1,0
631,01208,1,0
632,01209,1,0
633,01210,1,0
634,01211,1,0
635,01212,1,0
636,01213,1,0
637,01214,1,0
638,01215,1,0
639,01216,1,0
640,01217,1,0
641,01218,1,0
642,01219,1,0
643,01220,1,0
644,01221,1,0
645,01222,1,0
646,01223,1,0
647,01224,1,0
648,01225,1,0
649,01226,1,0
650,01227,1,0
651,01228,1,0
652,01229,1,0
653,01233,1,0
654,01234,1,0
655,01235,1,0
656,01236,1,0
657,01237,1,0
658,01238,1,1
659,01239,1,1
660,01240,1,1
661,01241,1,1
662,01242,1,1
663,01243,1,1
664,01244,1,1
665,01245,1,1
666,01246,1,1
667,01247,1,1
668,01248,1,1
669,01249,1,1
670,01250,1,1
671,01251,1,1
672,01252,1,1
673,01253,1,1
674,01254,1,1
675,01255,1,1
676,01256,1,1
677,01257,1,1
678,01260,1,0
679,01261,1,0
680,01262,1,1
681,01263,1,1
682,01265,1,1
683,01266,1,1
684,01267,1,1
685,01268,1,1
686,01269,1,1
687,01270,1,1
688,01271,1,1
689,01272,1,1
690,01273,1,1
691,01274,1,1
692,01275,1,1
693,01276,1,1
694,01277,1,1
695,01278,1,1
696,01279,1,1
697,01280,1,1
698,01284,1,1
699,01285,1,1
700,01286,1,1
701,01287,1,1
702,01288,1,0
703,01289,1,0
704,01290,1,1
705,01291,1,1
706,01292,1,1
707,01293,1,1
708,01294,1,1
709,01295,1,1
710,01296,1,1
711,01297,1,1
712,01298,1,1
713,01299,1,1
714,01300,1,1
715,01307,1,1
716,01308,1,1
717,01309,1,1
718,01310,1,1
719,01311,1,1
720,01312,1,1
721,01313,1,1
722,01315,1,1
723,01316,1,1
724,01317,1,1
725,01319,1,1
726,01320,1,1
727,01321,1,1
728,01323,1,1
729,01324,1,1
730,01325,1,1
731,01326,1,1
732,01327,1,1
733,01328,1,1
734,01329,1,1
735,01330,1,1
736,01331,1,1
737,01332,1,1
738,01333,1,1
739,01334,1,1
740,01335,1,1
741,01336,1,1
742,01337,1,1
743,01338,1,1
744,01339,1,1
745,01340,1,1
746,01341,1,1
747,01342,1,1
748,01343,1,1
749,01344,1,1
750,01345,1,1
751,01346,1,1
752,01347,1,1
753,01348,1,1
754,01349,1,1
755,01350,1,1
756,01351,1,1
757,01352,1,1
758,01353,1,1
759,01354,1,1
760,01355,1,1
761,01356,1,1
762,01357,1,1
763,01358,1,1
764,01359,1,1
765,01360,1,1
766,01361,1,0
767,01362,1,0
768,01363,1,0
769,01364,1,0
770,01365,1,1
771,01366,1,1
772,01367,1,1
773,01368,1,1
774,01371,1,0
775,01372,1,0
776,01375,1,0
777,01376,1,0
778,01377,1,0
779,01378,1,0
780,01379,1,0
781,01380,1,0
782,01381,1,0
783,01382,1,0
784,01383,1,0
785,01384,1,0
786,01385,1,0
787,01386,1,0
788,01392,1,1
789,01393,1,1
790,01394,1,1
791,01395,1,0
792,01396,1,0
793,01397,1,1
794,01398,1,1
795,01399,1,0
796,01400,1,0
797,01401,1,0
798,01402,1,0
799,01403,1,0
800,01404,1,0
801,01405,1,0
802,01406,1,1
803,01407,1,1
804,01408,1,1
805,01409,1,1
806,01410,1,0
807,01411,1,0
808,01412,1,1
809,01413,1,1
810,01414,1,0
811,01415,1,0
812,01416,1,0
813,01417,1,0
814,01418,1,0
815,01419,1,0
816,01420,1,0
817,01421,1,0
818,01422,1,1
819,01423,1,1
820,01424,1,1
821,01425,1,1
822,01426,1,1
823,01427,1,1
824,01428,1,1
825,01429,1,1
826,13001,1,1
827,13002,1,1
828,13003,1,1
829,13004,1,1
830,13005,1,1
831,13006,1,1
832,13007,1,1
833,13008,1,1
834,13009,1,1
835,13010,1,1
836,13011,1,1
837,13012,1,1
838,13013,1,1
839,13014,1,1
840,13015,1,1
841,13016,1,1
842,13017,1,1
843,13018,1,1
844,13019,1,1
845,13020,1,1
846,13021,1,1
847,13022,1,1
848,13023,1,1
849,13024,1,1
850,13025,1,1
851,13026,1,1
852,13027,1,1
853,13028,1,1
854,13032,1,1
855,13033,1,1
856,13034,1,1
857,13035,1,1
858,13036,1,1
859,13037,1,1
860,13038,1,1
861,13039,1,1
862,13040,1,1
863,13041,1,1
864,13042,1,1
865,13043,1,1
866,13044,1,1
867,13045,1,1
868,13046,1,1
869,13047,1,1
870,13048,1,1
871,13049,1,1
872,13050,1,1
873,13051,1,1
874,13052,1,1
875,13053,1,1
876,13054,1,1
877,13055,1,1
878,13056,1,1
879,13057,1,1
880,13058,1,1
881,13059,1,1
882,13060,1,1
883,13061,1,1
884,13062,1,1
885,13063,1,1
886,13064,1,1
887,13065,1,1
888,13066,1,1
889,13067,1,1
890,13068,1,1
891,13069,1,1
892,13070,1,1
893,13071,1,1
894,13072,1,1
895,13073,1,1
896,13074,1,1
897,13075,1,1
898,13076,1,1
899,13077,1,1
900,13078,1,1
901,13079,1,1
902,13080,1,1
903,13081,1,1
904,13082,1,1
905,13083,1,1
906,13084,1,1
907,13085,1,1
908,13086,1,1
909,13087,1,1
910,13088,1,1
911,13089,1,1
912,13090,1,1
913,13091,1,1
914,13092,1,1
915,13093,1,1
916,14001,1,0
917,14002,1,0
918,14003,1,0
919,14004,1,0
920,14005,1,1
921,14006,1,1
922,14007,1,1
923,14008,1,1
924,14009,1,1
925,14010,1,1
926,14011,1,1
927,14012,1,1
928,14013,1,1
929,14014,1,1
930,14015,1,0
931,14016,1,0
932,14017,1,1
933,14018,1,1
934,14019,1,1
935,14020,1,1
936,14021,1,1
937,14022,1,1
938,14023,1,1
939,14024,1,1
940,14025,1,1
941,14026,1,0
942,14027,1,0
943,14028,1,1
944,14029,1,1
945,14030,1,1
946,14031,1,1
947,14032,1,1
948,14033,1,1
949,14034,1,1
950,14035,1,1
951,14036,1,1
952,14037,1,1
953,14038,1,1
954,14039,1,0
955,14040,1,0
956,14041,1,1
957,14042,1,1
958,14043,1,1
959,14044,1,1
960,14045,1,1
961,14046,1,1
962,14047,1,1
963,14048,1,1
964,14049,1,1
965,14050,1,1
966,14051,1,0
967,14052,1,0
968,14053,1,1
969,14054,1,0
970,14055,1,0
971,14056,1,1
972,14057,1,0
973,14058,1,0
974,14059,1,0
975,14060,1,0
976,14061,1,0
977,14062,1,0
978,14063,1,0
979,14064,1,0
980,14065,1,0
981,14066,1,0
982,14067,1,0
983,14068,1,0
984,14069,1,1
985,14070,1,1
986,14071,1,1
987,14072,1,1
988,14073,1,1
989,14074,1,1
990,14075,1,1
991,14076,1,1
992,14077,1,1
993,14078,1,1
994,14079,1,1
995,14080,1,1
996,14081,1,0
997,14082,1,0
998,14083,1,0
999,14084,1,0
1000,14085,1,1
1001,14086,1,1
1002,14087,1,1
1003,14088,1,1
1004,14089,1,1
1005,14090,1,1
1006,14091,1,1
1007,14092,1,1
1008,14093,1,1
1009,14094,1,1
1010,14095,1,1
1011,14096,1,1
1012,14097,1,1
1013,14098,1,1
1014,14099,1,1
1015,14100,1,1
1016,14101,1,1
1017,14102,1,1
1018,14103,1,0
1019,14104,1,0
1020,14105,1,0
1021,14106,1,0
1022,14107,1,0
1023,14108,1,0
1024,14109,1,1
1025,14110,1,1
1026,14111,1,1
1027,14112,1,1
1028,14113,1,1
1029,14114,1,1
1030,14115,1,1
1031,14116,1,1
1032,14117,1,1
1033,14118,1,1
1034,14119,1,1
1035,14120,1,1
1036,14121,1,0
1037,14122,1,0
1038,14123,1,1
1039,14124,1,1
1040,14125,1,1
1041,14126,1,1
1042,14127,1,1
1043,14128,1,1
1044,14129,1,1
1045,14130,1,1
1046,14131,1,1
1047,14132,1,1
1048,14133,1,1
1049,14134,1,1
1050,14135,1,1
1051,14136,1,1
1052,14137,1,1
1053,14138,1,1
1054,14139,1,1
1055,14140,1,1
1056,14141,1,1
1057,14142,1,1
1058,14143,1,1
1059,14144,1,1
1060,14145,1,1
1061,14146,1,1
1062,14147,1,1
1063,14148,1,1
1064,14149,1,1
1065,14150,1,1
1066,14151,1,1
