Chellow Id,Market Participant Role Code Id,Market Participant Chellow Id,Address Line 1,Effective From Date {MPR},Effective To Date {MPR}
99,3,225,Utility Data Management Services,14/01/2009,
100,5,225,UDMS,05/04/2007,
101,6,225,UDMS,01/09/2006,
102,7,225,UDMS,05/04/2007,
103,8,225,Utility Data Management Services,14/01/2009,
104,3,226,Harston Mills Campus,10/02/2006,
105,4,226,17 High Street,19/09/2003,
106,3,227,Scorpio,01/09/2006,
107,4,227,IMServ Europe Ltd,01/08/2003,
108,5,227,IMServ Europe Ltd,01/04/1996,
109,6,227,IMServ Europe Ltd,01/05/2005,
110,7,227,IMServ Europe Ltd,01/04/1996,
111,8,227,IMServ Europe Ltd,01/05/2005,
112,10,227,Scorpio,01/04/1996,
113,15,227,IMServ Europe Ltd,05/06/2004,
114,17,227,IMServ Europe Ltd,01/05/2005,
115,23,227,Scorpio,01/04/1996,
116,28,229,The Havens,20/08/1999,10/12/2004
117,3,231,PRI House,06/10/2006,
118,4,231,PRI House,17/11/2006,
119,17,231,Utilita Meter Operations Ltd,05/04/2007,
120,26,231,PRI House,06/10/2006,
121,3,232,Utility Partnership Ltd,12/10/2007,
122,4,232,Utility Partnership Ltd,01/04/2009,
123,6,232,Utility Partnership Ltd,11/03/2008,
124,8,232,Utility Partnership Ltd,11/03/2008,
125,17,232,Utility Partnership Ltd,01/04/2009,
126,30,233,9A Margaret Street,25/05/2001,
127,4,234,United Utilities,13/07/2007,
128,4,235,Meter Fit Ltd,23/05/2003,
129,17,235,U U Utility Solutions(E&CS) Ltd,17/04/2003,
130,28,236,Volt Energy Supply Limited,18/11/2009,
131,29,237,Wherstead Business Park,10/11/2000,
132,28,238,33 Grosvenor Place,17/12/1999,19/01/2007
133,3,240,Avonbank,20/06/2003,25/07/2003
134,4,241,Western Power Distribution,19/03/2004,
135,4,242,Western Power Distribution (South West),17/04/2003,
136,4,243,Western Power Distribution (South Wales),17/04/2003,
137,28,244,16 Avon Reach,09/06/1999,14/01/2009
138,29,244,16 Avon Reach,04/06/2004,
139,28,245,1 Atlantic Quay,01/04/1996,01/04/1999
140,28,246,1 Atlantic Quay,01/04/1996,01/04/1999
141,1,247,YORKSHIRE ELECTRICITY DISTRIBUTION PLC,24/03/2006,
142,3,247,Npower Yorkshire Ltd,19/12/2003,
143,4,247,Yorkshire Electricity Distribution PLC,17/04/2003,
144,6,247,Npower Yorkshire Ltd,01/04/1996,
145,8,247,Npower Yorkshire Ltd,01/04/1996,
146,14,247,Yorkshire Electricity Distribution PLC,01/04/1996,
147,17,247,Yorkshire Electricity Distribution PLC,01/04/1996,
148,20,247,Yorkshire Electricity Distribution PLC,01/04/1996,
149,22,247,Yorkshire Electricity Distribution PLC,01/04/1996,
150,26,247,Wetherby Road,01/04/1996,
151,27,247,Wetherby Road,01/04/1996,
152,28,247,NPOWER YORKSHIRE SUPPLY LTD,01/04/1996,
153,28,248,1 Atlantic Quay,01/04/1996,01/04/1999
154,28,249,1 Atlantic Quay,01/04/1996,01/04/1999
155,28,250,1 Atlantic Quay,01/04/1996,01/04/1999
156,28,251,1 Atlantic Quay,01/04/1996,01/04/1999
157,28,252,1 Atlantic Quay,01/04/1996,01/04/1999
158,28,253,1 Atlantic Quay,01/04/1996,01/04/1999
159,28,254,1 Atlantic Quay,01/04/1996,01/04/1999
160,28,255,1 Atlantic Quay,01/04/1996,01/04/1999
161,28,256,1 Atlantic Quay,01/04/1996,01/04/1999
162,28,257,1 Atlantic Quay,01/04/1996,01/04/1999
163,28,258,1 Atlantic Quay,01/04/1996,01/04/1999
164,28,259,1 Atlantic Quay,01/04/1996,01/04/1999
165,28,260,1 Atlantic Quay,01/04/1996,01/04/1999
166,28,261,1 Atlantic Quay,01/04/1996,01/04/1999
167,28,262,1 Atlantic Quay,01/04/1996,01/04/1999
168,28,263,1 Atlantic Quay,01/04/1996,01/04/1999
169,28,264,1 Atlantic Quay,01/04/1996,01/04/1999
170,28,265,Inveralmond House,01/04/1996,01/04/1999
171,28,266,Inveralmond House,01/04/1996,01/04/1999
172,28,267,Inveralmond House,01/04/1996,01/04/1999
173,28,268,Inveralmond House,01/04/1996,01/04/1999
174,28,269,Inveralmond House,01/04/1996,01/04/1999
175,28,270,Inveralmond House,01/04/1996,01/04/1999
176,28,271,Inveralmond House,01/04/1996,01/04/1999
177,28,272,Inveralmond House,01/04/1996,01/04/1999
178,28,273,Inveralmond House,01/04/1996,01/04/1999
179,28,274,Inveralmond House,01/04/1996,01/04/1999
180,28,275,Inveralmond House,01/04/1996,01/04/1999
181,28,276,Inveralmond  House,09/11/1998,01/04/1999
182,28,277,Inveralmond House,01/04/1996,01/04/1999
183,28,278,Inveralmond House,01/04/1996,01/04/1999
184,5,279,Scorpio,07/07/2000,
185,28,280,Inveralmond House,01/04/1996,01/04/1999
186,6,281,Dummy NHHDA for Eastern,01/04/1996,12/06/2009
187,6,282,Dummy NHHDA for East Midlands,01/04/1996,12/06/2009
188,6,283,Dummy NHHDA for London,01/04/1996,12/06/2009
189,6,284,Dummy NHHDA for Manweb,01/04/1996,12/06/2009
190,6,285,Dummy NHHDA for Midlands,01/04/1996,12/06/2009
191,6,286,Dummy NHHDA for Northern,01/04/1996,12/06/2009
192,6,287,Dummy NHHDA for Norweb,01/04/1996,12/06/2009
193,6,288,Dummy NHHDA for Southern,01/04/1996,12/06/2009
194,6,289,Dummy NHHDA for Seeboard,01/04/1996,12/06/2009
195,6,290,Dummy NHHDA for SWALEC,01/04/1996,12/06/2009
196,6,291,Dummy NHHDA for SWEB,01/04/1996,12/06/2009
197,6,292,Dummy NHHDA for Yorkshire,01/04/1996,12/06/2009
198,28,107,Electricity Plus Supply Ltd,05/11/2004,
199,29,108,Eggborough Power Ltd,28/03/2000,
200,30,110,1 Embankment Place,01/04/1996,
201,4,111,Ocean Park House,25/03/2005,
202,17,111,Inexus (Services) Limited,25/03/2005,
203,28,112,Welton Gathering Centre,01/04/1996,20/08/1999
204,11,113,Logica UK Limited,01/04/1996,
205,25,113,Logica UK Limited,01/04/1996,
206,17,114,PO BOX 56,01/04/1996,07/12/2007
207,29,115,C/o InterGen (UK) Ltd,11/08/2000,
208,28,117,Manor Court,19/11/1999,29/04/2005
209,28,118,c/o E.ON UK plc,01/04/1996,
210,28,119,Cinergy House,28/03/2000,29/04/2005
211,29,120,Cinergy House,05/06/2000,29/04/2005
212,28,124,Candela Energy Supply Limited,18/11/2009,
213,28,125,Cherwell Energy ltd,05/11/2004,
214,28,126,c/o Gilmond Consulting Ltd,12/06/2009,
215,28,129,Reuben Power Supply Limited,01/01/2007,
216,4,130,Dummy ID for Customers,14/03/2003,
217,29,131,c/o Entergy Power Group,28/03/2000,
218,5,132,Siemens Metering Services,01/04/1996,
219,7,132,Siemens Metering Services,01/04/1996,
220,17,132,Siemens Metering Services,01/04/1996,
221,7,133,Chancery House,01/04/1996,07/12/2007
222,8,133,Chancery House,01/04/1996,07/12/2007
223,29,134,Windmill Hill Business Park,03/05/2000,
224,28,137,Donnington Energy Limited,14/07/2010,
225,29,138,Wherstead Business Park,10/11/2000,09/03/2007
226,29,139,Windmill Hill Business Park,20/08/1999,
227,28,140,Dual Energy Direct Limited,17/02/2010,
228,13,141,30 Millbank,01/04/1996,
229,15,141,30 Millbank,01/04/1996,04/06/2004
230,28,142,BES Commercial Electricity Ltd,18/11/2009,
231,28,143,British Gas Trading Ltd,04/03/2005,
232,28,144,Energy Co2 Limited,04/03/2005,
233,16,145,C&C Group Holdings Ltd,10/02/2006,
234,28,146,Reuben Power Supply Limited,21/01/2000,
235,28,147,Renewable Energy Company Ltd,13/09/2002,
236,4,148,54 Bengeworth Road,17/04/2003,
237,4,150,EDF Energy Customer Field Service,28/06/2008,
238,1,151,EDF Energy (IDNO) Ltd,16/04/2009,
239,14,151,EDF Energy (IDNO) Ltd,16/04/2009,
240,20,151,EDF Energy (IDNO) Ltd,16/04/2009,
241,22,151,EDF Energy (IDNO) Ltd,16/04/2009,
242,27,151,EDF Energy Customer Field Services,16/04/2009,
243,28,152,Electricity Direct (UK),01/04/1996,
244,1,154,EDF Energy Networks,01/04/1996,
245,2,154,Wherstead Park,01/04/1996,
246,3,154,Siemens Metering Services,30/04/2004,
247,4,154,EDF Energy Networks,17/04/2003,
248,6,154,Siemens Metering Services,01/04/1996,
249,8,154,Siemens Metering Services,01/04/1996,
250,14,154,EDF Energy Network (EPN) plc,01/04/1996,
251,17,154,EDF Energy Networks,01/04/1996,
252,20,154,EDF Energy Network (EPN) plc,01/04/1996,
253,22,154,EDF Energy Network (EPN) plc,01/04/1996,
254,26,154,Wherstead Park,01/04/1996,
255,27,154,Wherstead Park,01/04/1996,
256,28,154,E.ON Energy Ltd,01/04/1996,
257,28,155,E.ON Energy Ltd,17/08/1998,
258,29,156,Landsdowne House,20/08/1999,
259,28,157,Eledor Limited,22/11/2002,01/09/2006
260,1,159,Central Networks East,09/11/1998,
261,2,159,Siemens Metering Services,09/11/1998,
262,3,159,Siemens Energy Services Ltd,30/04/2004,
263,4,159,E.ON UK Energy Services Limited,29/05/2003,
264,6,159,E.ON UK Energy Services Limited,01/04/1996,
265,8,159,E.ON UK Energy Services Limited,01/04/1996,
266,14,159,SFIC Management,09/11/1998,
267,17,159,E.ON UK Energy Services Limited,01/04/1996,
268,20,159,PES Registration Agent,01/04/1996,
269,22,159,Central Networks East Plc,01/04/1996,
270,26,159,Powergen Energy plc,09/03/1999,
271,27,159,Revenue Protection Service,09/11/1998,
272,28,159,E.ON Energy Ltd,01/04/1996,
273,29,160,Wherstead park,07/07/2000,
274,28,2,Energy Data Company Limited,10/12/2004,
275,28,3,Eneco Energy Trade BV,17/03/2010,
276,3,4,Energy Assets Ltd,09/03/2007,
277,28,5,British Gas Trading Ltd,01/04/1996,
278,28,6,Evenlode Energy Limted,14/07/2010,
279,28,7,4 Millbank,01/04/1996,16/03/2001
280,10,8,The National Grid Company Building,01/04/1996,
281,28,9,Trafford Plaza,09/08/2002,
282,28,10,The Havens,01/04/1996,20/08/1999
283,23,11,Fairham House,01/04/1996,
284,4,12,Westwood Way,01/07/2006,
285,17,12,Eon UK Energy Services Ltd,28/07/2006,
286,28,13,36 Park Road,17/10/2003,05/11/2004
287,1,15,Electricity Network Company,05/02/2008,
288,4,15,Energy House,26/05/2006,
289,14,15,Energy House,26/05/2006,
290,17,15,Energy House,26/05/2006,
291,20,15,Energy House,26/05/2006,
292,22,15,The Electricity Network Company Ltd,26/05/2006,
293,29,16,Wilton,20/08/1999,
294,28,21,Farmoor Energy Limited,14/07/2010,
295,28,22,"101, Wigmore Street,",03/05/2000,09/03/2007
296,28,23,IPM Energy Retail Ltd,07/12/2007,
297,28,24,First Utility Ltd,01/12/2005,
298,4,25,19 South Audley Street,06/10/2006,
299,29,26,GUS Building,03/05/2000,
300,28,27,Utilita Electricity Limited,04/06/2004,
301,28,28,The Gas Light & Coke Company,16/02/2001,11/01/2008
302,28,29,GAZPROM MARKETING & TRADING RETAIL LTD,16/04/2009,
303,28,30,Garsington Energy Limited,14/07/2010,
304,28,31,42 Barnfield Place,11/08/2000,24/03/2006
305,1,32,Energetics Electricity Ltd,22/12/2006,
306,20,32,Energetics Electricity Ltd,03/06/2005,
307,22,32,Energetics Electricity Ltd,03/06/2005,
308,29,33,Ventureforth House,11/08/2000,
309,28,34,Haven Power Limited,01/12/2006,
310,28,36,Inveralmond House,04/09/1998,23/05/2003
311,29,37,Wherstead Business Park,10/11/2000,09/03/2007
312,28,38,Haven Power Limited,17/02/2010,
313,1,40,Scottish Hydro-Electric Distribution Ltd,01/10/1997,
314,4,40,Inveralmond House,17/04/2003,
315,5,40,Scottish & Southern Metering,01/04/1996,
316,6,40,Scottish & Southern Metering Ltd,01/04/1996,
317,7,40,Scottish & Southern Energy Plc,01/04/1996,
318,8,40,Scottish & Southern Metering,01/04/1996,
319,9,40,Inveralmond House,01/10/1997,
320,13,40,Inveralmond House,01/10/1997,
321,14,40,Inveralmond House,01/10/1997,
322,17,40,Scottish and Southern Metering,01/04/1996,
323,18,40,Inveralmond House,01/10/1997,
324,19,40,Inveralmond House,01/10/1997,
325,20,40,Inveralmond House,01/04/1996,
326,21,40,Inveralmond House,01/10/1997,
327,22,40,Scottish Hydro-Electric Distribution Ltd,01/04/1996,
328,24,40,Inveralmond House,01/10/1997,
329,26,40,Grampian House,01/10/1997,
330,27,40,Emmock Road,01/10/1997,
331,28,40,Scottish & Southern Energy Plc,01/04/1996,
332,29,40,Inveralmond House,01/04/1996,
333,29,41,The Heath,20/08/1999,
334,28,42,5th Floor,07/07/2000,12/01/2001
335,28,43,Scottish & Southern Energy Plc,01/09/1998,
336,28,44,INEOS Chlor Energy Ltd,01/04/1996,
337,28,45,NPOWER DIRECT LTD NHH,01/04/1996,
338,28,47,NPOWER DIRECT LTD HH,09/03/1999,01/09/2006
339,1,48,Independent Power Networks,01/08/2004,
340,14,48,Ocean Park House,01/08/2004,
341,20,48,Ocean Park House,01/08/2004,
342,22,48,Independent Power Networks Ltd,01/08/2004,
343,29,49,Wherstead Business Park,10/11/2000,09/03/2007
344,3,54,Lowri Beck Services Ltd,22/12/2006,
345,4,54,Lowri Beck Services Ltd,05/02/2008,
346,6,54,Lowri Beck Services Limited,11/01/2008,
347,8,54,Lowri Beck Services Ltd,05/02/2008,
348,17,54,Lowri Beck Services Limited,11/01/2008,
349,3,55,First Floor,01/09/2006,
350,26,55,First Floor,01/09/2006,
351,28,56,The Communication Building,21/01/2000,16/03/2001
352,28,57,Templar House,03/05/2000,16/03/2001
353,1,58,ESP Electricity Limited,02/09/2008,
354,14,58,ESP Electricity Ltd,22/12/2006,
355,20,58,ESP Electricity Ltd,01/04/2005,
356,22,58,ESP Electricity Ltd,01/04/2005,
357,1,59,EDF Energy Networks,29/01/1999,
358,3,59,EDF Energy Customer Field Services,18/11/2009,
359,4,59,EDF Energy Network (LPN) plc,17/04/2003,
360,5,59,Energy Services,01/04/1996,09/03/1999
361,6,59,EDF Energy Customer Field Services,01/04/1996,
362,7,59,Energy Services,01/04/1996,09/03/1999
363,8,59,EDF Energy Customer Field Services,01/04/1996,
364,14,59,EDF Energy Network (LPN) plc,01/04/1996,
365,17,59,EDF Energy Customer Field Services,01/04/1996,
366,20,59,EDF Energy Network (LPN) plc,01/04/1996,
367,22,59,EDF Energy Network (LPN) plc,01/04/1996,
368,26,59,Gadeon House,01/04/1996,
369,27,59,EDF Energy Customer Field Services,01/04/1996,
370,28,59,EDF Energy,01/04/1996,
371,28,60,Lumen Energy Supply Limited,18/11/2009,
372,28,61,MA Energy Limited,19/08/2009,
373,29,62,Berkeley Centre,22/02/2002,07/12/2007
374,28,63,P O Box 177,11/08/2000,16/03/2001
375,29,63,P O Box 177,11/08/2000,
376,1,64,SP Manweb Plc,13/11/1998,
377,2,64,SP Dataserve Ltd,13/11/1998,
378,4,64,SP Manweb Plc,29/05/2003,
379,6,64,SP Dataserve Ltd,01/04/1996,
380,8,64,SP Dataserve Ltd,01/04/1996,
381,13,64,SP Manweb Plc,13/11/1998,
382,14,64,SP Manweb Plc.,01/04/1996,
383,17,64,SP Dataserve Ltd,01/04/1996,
384,20,64,SP Manweb Plc.,01/04/1996,
385,22,64,SP Manweb Plc,01/04/1996,
386,26,64,Scottish Power Energy Retail Ltd,13/11/1998,
387,27,64,SP Dataserve Ltd,01/04/1996,
388,28,64,Scottish Power Energy Retail Ltd,01/04/1996,
389,28,65,Temple Chambers,20/10/2000,04/03/2005
390,3,67,E.ON UK Energy Services Limited,25/07/2003,
391,3,68,E.ON UK Energy Services Limited,25/07/2003,
392,3,69,Metering Services Ltd,25/07/2003,
393,4,70,Metering Services Ltd,29/05/2003,
394,3,71,E.ON UK Energy Services Limited,25/07/2003,
395,4,72,Meter Fit Ltd,16/06/2010,
396,4,73,Meter Fit Ltd,16/06/2010,
397,28,74,33 Grosvenor Place,17/12/1999,19/01/2007
398,1,75,Central Networks West,09/11/1998,
399,2,75,Midlands Electricity plc,09/11/1998,02/12/2008
400,4,75,E.ON UK Energy Services Limited,17/04/2003,
401,5,75,Midlands Electricity plc,01/04/1996,13/07/1999
402,5,75,E.ON UK Energy Services Limited,09/08/2002,
403,6,75,E.ON UK Energy Services Limited,01/04/1996,
404,7,75,Midlands Electricity plc,01/04/1996,13/07/1999
405,7,75,E.ON UK Energy Services Limited,09/08/2002,
406,8,75,E.ON UK Energy Services Limited,01/04/1996,
407,14,75,Midlands Electricity plc,09/11/1998,
408,17,75,E.ON UK Energy Services Limited,01/04/1996,
409,20,75,Midlands Electricity plc,01/04/1996,
410,22,75,Central Networks West Plc,01/04/1996,
411,26,75,National Power (Energy Co.) Limited,01/04/1996,
412,27,75,Midlands Electricity plc,09/11/1998,
413,28,75,NPOWER LTD,01/04/1996,
414,29,75,Midlands Electricity plc,09/11/1998,
415,4,76,Macquarie Leasing Limited,17/03/2010,
416,3,78,Avonbank,25/07/2003,05/04/2007
417,28,79,MSCGI c/o Morgan Stanley & Co.  Int. Ltd,01/04/2006,
418,4,80,NPOWER LTD,25/07/2003,
419,17,80,NPOWER LTD,19/08/2009,
420,28,80,Npower Ltd,01/04/1996,
421,1,81,NORTHERN ELECTRIC DISTRIBUTION LIMITED,24/03/2006,
422,4,81,Northern Electric Distribution Ltd,17/04/2003,
423,5,81,NPower Northern Ltd,01/04/1996,
424,6,81,Npower Northern Ltd,01/04/1996,
425,7,81,Npower Northern Ltd,01/04/1996,
426,8,81,NPower Northern Ltd,01/04/1996,
427,14,81,Northern Electric Distribution Ltd,01/10/1998,
428,17,81,Northern Electric Distribution Ltd,01/04/1996,
429,20,81,Northern Electric Distribution Ltd,01/04/1996,
430,22,81,Northern Electric Distribution Ltd,01/04/1996,
431,26,81,Carliol House,01/10/1998,
432,27,81,Carliol House,01/10/1998,
433,28,81,Npower Northern Supply Ltd,01/04/1996,
434,28,82,British Energy Direct Limited,01/04/1996,
435,29,82,British Energy Generation Ltd,09/07/2004,
436,24,163,185 Park Street,01/04/1996,
437,29,165,Windmill Hill Business Park,28/03/2000,
438,28,166,Bridge House,01/04/1996,28/03/2000
439,1,167,Electricity North West Limited,13/11/1998,
440,2,167,U U Utility Solutions(E&CS) Ltd,13/11/1998,
441,4,167,Electricity North West Limited,17/04/2003,
442,6,167,E.ON UK Energy Services Limited,01/04/1996,
443,8,167,E.ON UK Energy Services Limited,01/04/1996,
444,14,167,United Utilities Electricity Services,13/11/1998,
445,17,167,U U Utility Solutions(E&CS) Ltd,01/04/1996,
446,20,167,Electricity North West Limited,01/04/1996,
447,22,167,Electricity North West Limited,01/04/1996,
448,26,167,Manchester Rd,13/11/1998,
449,27,167,United Utilities Electricity Services,13/11/1998,
450,28,167,E.ON Energy Ltd,01/04/1996,
451,26,168,INNOGY Plc,11/01/2008,
452,29,168,Windmill Hill Business Park,03/05/2000,
453,29,169,Windmill Hill Business Park,28/03/2000,
454,28,170,Nuclear Decommissioning Authority Ltd,01/04/1996,
455,28,171,British Gas Trading Ltd,25/07/2003,
456,17,172,OnStream,12/06/2009,
457,3,173,UMS Ltd (trading as OnStream),22/12/2006,
458,4,173,UMS Ltd (trading as OnStream),22/12/2006,
459,6,173,UMS Ltd (trading as OnStream),14/01/2009,
460,8,173,UMS Ltd (trading as OnStream),14/01/2009,
461,17,173,UMS Ltd (trading as OnStream),22/12/2006,
462,3,174,35 Homer Road,18/11/2005,
463,4,174,35 Homer Road,23/05/2003,
464,17,174,Utility Metering Services Ltd,23/05/2003,17/03/2010
465,28,175,OVO Energy,19/08/2009,
466,28,176,Opus Energy Limited,09/08/2002,
467,29,177,Westwood Way,28/03/2000,
468,2,178,Power Data Assoiates Ltd,10/02/2006,
469,28,181,E.ON Energy,01/04/1996,
470,29,181,53 New Broad Street,17/03/1999,
471,2,182,PLEXUS TECHNOLOGY LIMITED,13/07/2007,
472,3,182,PLEXUS TECHNOLOGY LIMITED,13/07/2007,
473,4,182,PLEXUS TECHNOLOGY LIMITED,13/07/2007,
474,4,183,Npower Yorkshire Ltd (MeterPlus),23/05/2003,
475,30,185,338 Euston Road,01/04/1996,
476,4,186,PRI Ltd,29/04/2005,
477,26,187,PRI Ltd,29/04/2005,
478,28,188,Good Energy Ltd,24/01/2003,
479,29,188,Monkton Park Offices,01/04/2004,
480,28,189,The Royal Bank of Scotland,11/03/2008,
481,28,191,The Renewable Energy Company Ltd,01/04/1996,
482,28,192,12 Russell Grove,08/12/2000,16/03/2001
483,29,194,Wherstead Business Park,10/11/2000,
484,28,195,GDF SUEZ Marketing Ltd,22/02/2002,
485,17,196,PO BOX 3,01/04/1996,14/11/2003
486,29,197,Shoreham Power Station,03/05/2000,
487,3,200,Secus ltd,16/04/2009,
488,1,201,EDF Energy Networks,18/11/2005,
489,3,201,EDF Energy Customer Field Services,03/05/2000,
490,4,201,EDF Energy Networks,17/04/2003,
491,6,201,EDF Energy Customer Field Services,01/04/1996,
492,8,201,EDF Energy Customer Field Services,01/04/1996,
493,14,201,EDF Energy Network (SPN) plc,11/08/2000,
494,17,201,EDF Energy Customer Field Services,01/04/1996,
495,20,201,EDF Energy Network (SPN) plc,01/04/1996,
496,22,201,EDF Energy Network (SPN) plc,01/04/1996,
497,26,201,Gadeon House,23/04/1999,
498,28,201,EDF Energy,01/04/1996,
499,28,202,Sempra Energy Europe Limited,01/08/2006,
500,17,203,Scottish and Southern Energy PLC,28/07/2006,06/10/2006
501,11,204,SESL,01/04/1996,
502,12,204,SESL,01/04/1996,
503,29,204,SESL,09/11/1998,
504,28,205,Downstream Procurement,01/04/1996,16/03/2001
505,3,206,Siemens Metering Services,19/08/2009,
506,4,206,Siemens Energy Services Ltd,23/05/2003,
507,6,206,Siemens Metering Services,20/06/2003,
508,8,206,Siemens Metering Services,20/06/2003,
509,17,206,Siemens Metering Services,20/06/2003,
510,26,206,Hortonwood 30,19/10/2001,
511,28,207,342 Edinburgh Avenue,01/04/1996,16/03/2001
512,28,208,SmartestEnergy Limited,14/11/2003,
513,28,209,SmartestEnergy Limited,18/01/2002,
514,22,47,Dummy DSO 99,01/04/1996,
