"Time Pattern Regime ID","Day of the Week ID","Start Day","Start Month","End Day","End Month","Start Time","End Time"
"00006","1","1","4","31","10","00:00","24:00"
"00006","1","1","11","31","12","00:00","08:00"
"00006","1","1","11","31","12","13:00","16:00"
"00006","1","1","11","31","12","19:30","24:00"
"00006","2","1","1","31","3","00:00","08:00"
"00006","2","1","1","31","3","13:00","16:00"
"00006","2","1","1","31","3","19:30","24:00"
"00006","2","1","4","31","10","00:00","24:00"
"00006","2","1","11","31","12","00:00","08:00"
"00006","2","1","11","31","12","13:00","16:00"
"00006","2","1","11","31","12","19:30","24:00"
"00006","3","1","1","31","3","00:00","08:00"
"00006","3","1","1","31","3","13:00","16:00"
"00006","3","1","1","31","3","19:30","24:00"
"00006","3","1","4","31","10","00:00","24:00"
"00006","3","1","11","31","12","00:00","08:00"
"00006","3","1","11","31","12","13:00","16:00"
"00006","3","1","11","31","12","19:30","24:00"
"00006","4","1","1","31","3","00:00","08:00"
"00006","4","1","1","31","3","13:00","16:00"
"00006","4","1","1","31","3","19:30","24:00"
"00006","4","1","4","31","10","00:00","24:00"
"00006","4","1","11","31","12","00:00","08:00"
"00006","4","1","11","31","12","13:00","16:00"
"00006","4","1","11","31","12","19:30","24:00"
"00006","5","1","1","31","3","00:00","08:00"
"00006","5","1","1","31","3","13:00","16:00"
"00006","5","1","1","31","3","19:30","24:00"
"00006","5","1","4","31","10","00:00","24:00"
"00006","5","1","11","31","12","00:00","08:00"
"00006","5","1","11","31","12","13:00","16:00"
"00006","5","1","11","31","12","19:30","24:00"
"00006","6","1","1","31","3","00:00","24:00"
"00006","6","1","4","31","10","00:00","24:00"
"00006","6","1","11","31","12","00:00","24:00"
"00006","7","1","1","31","3","00:00","24:00"
"00006","7","1","4","31","10","00:00","24:00"
"00006","7","1","11","31","12","00:00","24:00"
"00007","1","1","1","31","3","00:00","07:00"
"00007","1","1","1","31","3","10:30","13:30"
"00007","1","1","1","31","3","19:00","24:00"
"00007","1","1","4","31","10","00:00","24:00"
"00007","1","1","11","31","12","00:00","07:00"
"00007","1","1","11","31","12","10:30","13:30"
"00007","1","1","11","31","12","19:00","24:00"
"00007","2","1","1","31","3","00:00","07:00"
"00007","2","1","1","31","3","10:30","13:30"
"00007","2","1","1","31","3","19:00","24:00"
"00007","2","1","4","31","10","00:00","24:00"
"00007","2","1","11","31","12","00:00","07:00"
"00007","2","1","11","31","12","10:30","13:30"
"00007","2","1","11","31","12","19:00","24:00"
"00007","3","1","1","31","3","00:00","07:00"
"00007","3","1","1","31","3","10:30","13:30"
"00007","3","1","1","31","3","19:00","24:00"
"00007","3","1","4","31","10","00:00","24:00"
"00007","3","1","11","31","12","00:00","07:00"
"00007","3","1","11","31","12","10:30","13:30"
"00007","3","1","11","31","12","19:00","24:00"
"00007","4","1","1","31","3","00:00","07:00"
"00007","4","1","1","31","3","10:30","13:30"
"00007","4","1","1","31","3","19:00","24:00"
"00007","4","1","4","31","10","00:00","24:00"
"00007","4","1","11","31","12","00:00","07:00"
"00007","4","1","11","31","12","10:30","13:30"
"00007","4","1","11","31","12","19:00","24:00"
"00007","5","1","1","31","3","00:00","07:00"
"00007","5","1","1","31","3","10:30","13:30"
"00007","5","1","1","31","3","19:00","24:00"
"00007","5","1","4","31","10","00:00","24:00"
"00007","5","1","11","31","12","00:00","07:00"
"00007","5","1","11","31","12","10:30","13:30"
"00007","5","1","11","31","12","19:00","24:00"
"00007","6","1","1","31","3","00:00","24:00"
"00007","6","1","4","31","10","00:00","24:00"
"00007","6","1","11","31","12","00:00","24:00"
"00007","7","1","1","31","3","00:00","24:00"
"00007","7","1","4","31","10","00:00","24:00"
"00007","7","1","11","31","12","00:00","24:00"
"00008","1","1","1","31","3","00:00","07:00"
"00008","1","1","1","31","3","13:00","16:00"
"00008","1","1","1","31","3","19:00","24:00"
"00008","1","1","4","31","10","00:00","24:00"
"00008","1","1","11","31","12","00:00","07:00"
"00008","1","1","11","31","12","13:00","16:00"
"00008","1","1","11","31","12","19:00","24:00"
"00008","2","1","1","31","3","00:00","07:00"
"00008","2","1","1","31","3","13:00","16:00"
"00008","2","1","1","31","3","19:00","24:00"
"00008","2","1","4","31","10","00:00","24:00"
"00008","2","1","11","31","12","00:00","07:00"
"00008","2","1","11","31","12","13:00","16:00"
"00008","2","1","11","31","12","19:00","24:00"
"00008","3","1","1","31","3","00:00","07:00"
"00008","3","1","1","31","3","13:00","16:00"
"00008","3","1","1","31","3","19:00","24:00"
"00008","3","1","4","31","10","00:00","24:00"
"00008","3","1","11","31","12","00:00","07:00"
"00008","3","1","11","31","12","13:00","16:00"
"00008","3","1","11","31","12","19:00","24:00"
"00008","4","1","1","31","3","00:00","07:00"
"00008","4","1","1","31","3","13:00","16:00"
"00008","4","1","1","31","3","19:00","24:00"
"00008","4","1","4","31","10","00:00","24:00"
"00008","4","1","11","31","12","00:00","07:00"
"00008","4","1","11","31","12","13:00","16:00"
"00008","4","1","11","31","12","19:00","24:00"
"00008","5","1","1","31","3","00:00","07:00"
"00008","5","1","1","31","3","13:00","16:00"
"00008","5","1","1","31","3","19:00","24:00"
"00008","5","1","4","31","10","00:00","24:00"
"00008","5","1","11","31","12","00:00","07:00"
"00008","5","1","11","31","12","13:00","16:00"
"00008","5","1","11","31","12","19:00","24:00"
"00008","6","1","1","31","3","00:00","24:00"
"00008","6","1","4","31","10","00:00","24:00"
"00008","6","1","11","31","12","00:00","24:00"
"00008","7","1","1","31","3","00:00","24:00"
"00008","7","1","4","31","10","00:00","24:00"
"00008","7","1","11","31","12","00:00","24:00"
"00009","1","1","1","31","3","00:00","07:00"
"00009","1","1","1","31","3","14:00","17:00"
"00009","1","1","1","31","3","19:00","24:00"
"00009","1","1","4","31","10","00:00","24:00"
"00009","1","1","11","31","12","00:00","07:00"
"00009","1","1","11","31","12","14:00","17:00"
"00009","1","1","11","31","12","19:00","24:00"
"00009","2","1","1","31","3","00:00","07:00"
"00009","2","1","1","31","3","14:00","17:00"
"00009","2","1","1","31","3","19:00","24:00"
"00009","2","1","4","31","10","00:00","24:00"
"00009","2","1","11","31","12","00:00","07:00"
"00009","2","1","11","31","12","14:00","17:00"
"00009","2","1","11","31","12","19:00","24:00"
"00009","3","1","1","31","3","00:00","07:00"
"00009","3","1","1","31","3","14:00","17:00"
"00009","3","1","1","31","3","19:00","24:00"
"00009","3","1","4","31","10","00:00","24:00"
"00009","3","1","11","31","12","00:00","07:00"
"00009","3","1","11","31","12","14:00","17:00"
"00009","3","1","11","31","12","19:00","24:00"
"00009","4","1","1","31","3","00:00","07:00"
"00009","4","1","1","31","3","14:00","17:00"
"00009","4","1","1","31","3","19:00","24:00"
"00009","4","1","4","31","10","00:00","24:00"
"00009","4","1","11","31","12","00:00","07:00"
"00009","4","1","11","31","12","14:00","17:00"
"00009","4","1","11","31","12","19:00","24:00"
"00009","5","1","1","31","3","00:00","07:00"
"00009","5","1","1","31","3","14:00","17:00"
"00009","5","1","1","31","3","19:00","24:00"
"00009","5","1","4","31","10","00:00","24:00"
"00009","5","1","11","31","12","00:00","07:00"
"00009","5","1","11","31","12","14:00","17:00"
"00009","5","1","11","31","12","19:00","24:00"
"00009","6","1","1","31","3","00:00","24:00"
"00009","6","1","4","31","10","00:00","24:00"
"00009","6","1","11","31","12","00:00","24:00"
"00009","7","1","1","31","3","00:00","24:00"
"00009","7","1","4","31","10","00:00","24:00"
"00009","7","1","11","31","12","00:00","24:00"
"00010","1","1","1","29","2","00:00","07:00"
"00010","1","1","1","29","2","19:00","24:00"
"00010","1","1","3","31","10","00:00","24:00"
"00010","1","1","11","31","12","00:00","07:00"
"00010","1","1","11","31","12","19:00","24:00"
"00010","2","1","1","29","2","00:00","07:00"
"00010","2","1","1","29","2","19:00","24:00"
"00010","2","1","3","31","10","00:00","24:00"
"00010","2","1","11","31","12","00:00","07:00"
"00010","2","1","11","31","12","19:00","24:00"
"00010","3","1","1","29","2","00:00","07:00"
"00010","3","1","1","29","2","19:00","24:00"
"00010","3","1","3","31","10","00:00","24:00"
"00010","3","1","11","31","12","00:00","07:00"
"00010","3","1","11","31","12","19:00","24:00"
"00010","4","1","1","29","2","00:00","07:00"
"00010","4","1","1","29","2","19:00","24:00"
"00010","4","1","3","31","10","00:00","24:00"
"00010","4","1","11","31","12","00:00","07:00"
"00010","4","1","11","31","12","19:00","24:00"
"00010","5","1","1","29","2","00:00","07:00"
"00010","5","1","1","29","2","19:00","24:00"
"00010","5","1","3","31","10","00:00","24:00"
"00010","5","1","11","31","12","00:00","07:00"
"00010","5","1","11","31","12","19:00","24:00"
"00010","6","1","1","29","2","00:00","07:00"
"00010","6","1","1","29","2","19:00","24:00"
"00010","6","1","3","31","10","00:00","24:00"
"00010","6","1","11","31","12","00:00","07:00"
"00010","6","1","11","31","12","19:00","24:00"
"00010","7","1","1","29","2","00:00","07:00"
"00010","7","1","1","29","2","19:00","24:00"
"00010","7","1","3","31","10","00:00","24:00"
"00010","7","1","11","31","12","00:00","07:00"
"00010","7","1","11","31","12","19:00","24:00"
"00011","1","1","1","31","12","00:00","07:30"
"00011","1","1","1","31","12","22:30","24:00"
"00011","2","1","1","31","12","00:00","07:30"
"00011","2","1","1","31","12","22:30","24:00"
"00011","3","1","1","31","12","00:00","07:30"
"00011","3","1","1","31","12","22:30","24:00"
"00011","4","1","1","31","12","00:00","07:30"
"00011","4","1","1","31","12","22:30","24:00"
"00011","5","1","1","31","12","00:00","07:30"
"00011","5","1","1","31","12","22:30","24:00"
"00011","6","1","1","31","12","00:00","07:30"
"00011","6","1","1","31","12","22:30","24:00"
"00011","7","1","1","31","12","00:00","07:30"
"00011","7","1","1","31","12","22:30","24:00"
"00012","1","1","1","31","3","00:00","07:30"
"00012","1","1","1","31","3","12:00","15:00"
"00012","1","1","1","31","3","20:00","24:00"
"00012","1","1","4","31","10","00:00","24:00"
"00012","1","1","11","31","12","00:00","07:30"
"00012","1","1","11","31","12","12:00","15:00"
"00012","1","1","11","31","12","20:00","24:00"
"00012","2","1","1","31","3","00:00","07:30"
"00012","2","1","1","31","3","12:00","15:00"
"00012","2","1","1","31","3","20:00","24:00"
"00012","2","1","4","31","10","00:00","24:00"
"00012","2","1","11","31","12","00:00","07:30"
"00012","2","1","11","31","12","12:00","15:00"
"00012","2","1","11","31","12","20:00","24:00"
"00012","3","1","1","31","3","00:00","07:30"
"00012","3","1","1","31","3","12:00","15:00"
"00012","3","1","1","31","3","20:00","24:00"
"00012","3","1","4","31","10","00:00","24:00"
"00012","3","1","11","31","12","00:00","07:30"
"00012","3","1","11","31","12","12:00","15:00"
"00012","3","1","11","31","12","20:00","24:00"
"00012","4","1","1","31","3","00:00","07:30"
"00012","4","1","1","31","3","12:00","15:00"
"00012","4","1","1","31","3","20:00","24:00"
"00012","4","1","4","31","10","00:00","24:00"
"00012","4","1","11","31","12","00:00","07:30"
"00012","4","1","11","31","12","12:00","15:00"
"00012","4","1","11","31","12","20:00","24:00"
"00012","5","1","1","31","3","00:00","07:30"
"00012","5","1","1","31","3","12:00","15:00"
"00012","5","1","1","31","3","20:00","24:00"
"00012","5","1","4","31","10","00:00","24:00"
"00012","5","1","11","31","12","00:00","07:30"
"00012","5","1","11","31","12","12:00","15:00"
"00012","5","1","11","31","12","20:00","24:00"
"00012","6","1","1","31","3","00:00","10:00"
"00012","6","1","1","31","3","14:00","24:00"
"00012","6","1","4","31","10","00:00","24:00"
"00012","6","1","11","31","12","00:00","10:00"
"00012","6","1","11","31","12","14:00","24:00"
"00012","7","1","1","31","3","00:00","10:00"
"00012","7","1","1","31","3","14:00","24:00"
"00012","7","1","4","31","10","00:00","24:00"
"00012","7","1","11","31","12","00:00","10:00"
"00012","7","1","11","31","12","14:00","24:00"
"00013","1","1","1","31","3","00:00","08:00"
"00013","1","1","1","31","3","19:30","24:00"
"00013","1","1","4","31","10","00:00","24:00"
"00013","1","1","11","31","12","00:00","08:00"
"00013","1","1","11","31","12","19:30","24:00"
"00013","2","1","1","31","3","00:00","08:00"
"00013","2","1","1","31","3","19:30","24:00"
"00013","2","1","4","31","10","00:00","24:00"
"00013","2","1","11","31","12","00:00","08:00"
"00013","2","1","11","31","12","19:30","24:00"
"00013","3","1","1","31","3","00:00","08:00"
"00013","3","1","1","31","3","19:30","24:00"
"00013","3","1","4","31","10","00:00","24:00"
"00013","3","1","11","31","12","00:00","08:00"
"00013","3","1","11","31","12","19:30","24:00"
"00013","4","1","1","31","3","00:00","08:00"
"00013","4","1","1","31","3","19:30","24:00"
"00013","4","1","4","31","10","00:00","24:00"
"00013","4","1","11","31","12","00:00","08:00"
"00013","4","1","11","31","12","19:30","24:00"
"00013","5","1","1","31","3","00:00","08:00"
"00013","5","1","1","31","3","19:30","24:00"
"00013","5","1","4","31","10","00:00","24:00"
"00013","5","1","11","31","12","00:00","08:00"
"00013","5","1","11","31","12","19:30","24:00"
"00013","6","1","1","31","3","00:00","24:00"
"00013","6","1","4","31","10","00:00","24:00"
"00013","6","1","11","31","12","00:00","24:00"
"00013","7","1","1","31","3","00:00","24:00"
"00013","7","1","4","31","10","00:00","24:00"
"00013","7","1","11","31","12","00:00","24:00"
"00014","1","1","1","31","3","00:00","07:00"
"00014","1","1","1","31","3","19:00","24:00"
"00014","1","1","4","31","10","00:00","24:00"
"00014","1","1","11","31","12","00:00","07:00"
"00014","1","1","11","31","12","19:00","24:00"
"00014","2","1","1","31","3","00:00","07:00"
"00014","2","1","1","31","3","19:00","24:00"
"00014","2","1","4","31","10","00:00","24:00"
"00014","2","1","11","31","12","00:00","07:00"
"00014","2","1","11","31","12","19:00","24:00"
"00014","3","1","1","31","3","00:00","07:00"
"00014","3","1","1","31","3","19:00","24:00"
"00014","3","1","4","31","10","00:00","24:00"
"00014","3","1","11","31","12","00:00","07:00"
"00014","3","1","11","31","12","19:00","24:00"
"00014","4","1","1","31","3","00:00","07:00"
"00014","4","1","1","31","3","19:00","24:00"
"00014","4","1","4","31","10","00:00","24:00"
"00014","4","1","11","31","12","00:00","07:00"
"00014","4","1","11","31","12","19:00","24:00"
"00014","5","1","1","31","3","00:00","07:00"
"00014","5","1","1","31","3","19:00","24:00"
"00014","5","1","4","31","10","00:00","24:00"
"00014","5","1","11","31","12","00:00","07:00"
"00014","5","1","11","31","12","19:00","24:00"
"00014","6","1","1","31","3","00:00","24:00"
"00014","6","1","4","31","10","00:00","24:00"
"00014","6","1","11","31","12","00:00","24:00"
"00014","7","1","1","31","3","00:00","24:00"
"00014","7","1","4","31","10","00:00","24:00"
"00014","7","1","11","31","12","00:00","24:00"
"00015","1","1","1","31","3","00:00","08:00"
"00015","1","1","1","31","3","13:00","16:00"
"00015","1","1","4","31","10","00:00","24:00"
"00015","1","1","11","31","12","00:00","08:00"
"00015","1","1","11","31","12","13:00","16:00"
"00015","2","1","1","31","3","00:00","08:00"
"00015","2","1","1","31","3","13:00","16:00"
"00015","2","1","4","31","10","00:00","24:00"
"00015","2","1","11","31","12","00:00","08:00"
"00015","2","1","11","31","12","13:00","16:00"
"00015","3","1","1","31","3","00:00","08:00"
"00015","3","1","1","31","3","13:00","16:00"
"00015","3","1","4","31","10","00:00","24:00"
"00015","3","1","11","31","12","00:00","08:00"
"00015","3","1","11","31","12","13:00","16:00"
"00015","4","1","1","31","3","00:00","08:00"
"00015","4","1","1","31","3","13:00","16:00"
"00015","4","1","4","31","10","00:00","24:00"
"00015","4","1","11","31","12","00:00","08:00"
"00015","4","1","11","31","12","13:00","16:00"
"00015","5","1","1","31","3","00:00","08:00"
"00015","5","1","1","31","3","13:00","16:00"
"00015","5","1","4","31","10","00:00","24:00"
"00015","5","1","11","31","12","00:00","08:00"
"00015","5","1","11","31","12","13:00","16:00"
"00015","6","1","1","31","3","00:00","24:00"
"00015","6","1","4","31","10","00:00","24:00"
"00015","6","1","11","31","12","00:00","24:00"
"00015","7","1","1","31","3","00:00","24:00"
"00015","7","1","4","31","10","00:00","24:00"
"00015","7","1","11","31","12","00:00","24:00"
"00016","1","1","1","31","3","01:00","09:00"
"00016","1","1","4","31","10","00:00","24:00"
"00016","1","1","11","31","12","01:00","09:00"
"00016","2","1","1","31","3","01:00","09:00"
"00016","2","1","4","31","10","00:00","24:00"
"00016","2","1","11","31","12","01:00","09:00"
"00016","3","1","1","31","3","01:00","09:00"
"00016","3","1","4","31","10","00:00","24:00"
"00016","3","1","11","31","12","01:00","09:00"
"00016","4","1","1","31","3","01:00","09:00"
"00016","4","1","4","31","10","00:00","24:00"
"00016","4","1","11","31","12","01:00","09:00"
"00016","5","1","1","31","3","01:00","09:00"
"00016","5","1","4","31","10","00:00","24:00"
"00016","5","1","11","31","12","01:00","09:00"
"00016","6","1","1","31","3","00:00","24:00"
"00016","6","1","4","31","10","00:00","24:00"
"00016","6","1","11","31","12","00:00","24:00"
"00016","7","1","1","31","3","00:00","24:00"
"00016","7","1","4","31","10","00:00","24:00"
"00016","7","1","11","31","12","00:00","24:00"
"00017","1","1","1","31","3","00:00","08:00"
"00017","1","1","1","31","3","19:30","24:00"
"00017","1","1","4","31","10","00:00","24:00"
"00017","1","1","11","31","12","00:00","08:00"
"00017","1","1","11","31","12","19:30","24:00"
"00017","2","1","1","31","3","00:00","08:00"
"00017","2","1","1","31","3","19:30","24:00"
"00017","2","1","4","31","10","00:00","24:00"
"00017","2","1","11","31","12","00:00","08:00"
"00017","2","1","11","31","12","19:30","24:00"
"00017","3","1","1","31","3","00:00","08:00"
"00017","3","1","1","31","3","19:30","24:00"
"00017","3","1","4","31","10","00:00","24:00"
"00017","3","1","11","31","12","00:00","08:00"
"00017","3","1","11","31","12","19:30","24:00"
"00017","4","1","1","31","3","00:00","08:00"
"00017","4","1","1","31","3","19:30","24:00"
"00017","4","1","4","31","10","00:00","24:00"
"00017","4","1","11","31","12","00:00","08:00"
"00017","4","1","11","31","12","19:30","24:00"
"00017","5","1","1","31","3","00:00","08:00"
"00017","5","1","1","31","3","19:30","24:00"
"00017","5","1","4","31","10","00:00","24:00"
"00017","5","1","11","31","12","00:00","08:00"
"00017","5","1","11","31","12","19:30","24:00"
"00017","6","1","1","31","3","00:00","08:00"
"00017","6","1","1","31","3","19:30","24:00"
"00017","6","1","4","31","10","00:00","24:00"
"00017","6","1","11","31","12","00:00","08:00"
"00017","6","1","11","31","12","19:30","24:00"
"00017","7","1","1","31","3","00:00","08:00"
"00017","7","1","1","31","3","19:30","24:00"
"00017","7","1","4","31","10","00:00","24:00"
"00017","7","1","11","31","12","00:00","08:00"
"00017","7","1","11","31","12","19:30","24:00"
"00018","1","1","1","31","3","00:00","07:00"
"00018","1","1","4","31","10","00:00","24:00"
"00018","1","1","11","31","12","00:00","07:00"
"00018","2","1","1","31","3","00:00","07:00"
"00018","2","1","4","31","10","00:00","24:00"
"00018","2","1","11","31","12","00:00","07:00"
"00018","3","1","1","31","3","00:00","07:00"
"00018","3","1","4","31","10","00:00","24:00"
"00018","3","1","11","31","12","00:00","07:00"
"00018","4","1","1","31","3","00:00","07:00"
"00018","4","1","4","31","10","00:00","24:00"
"00018","4","1","11","31","12","00:00","07:00"
"00018","5","1","1","31","3","00:00","07:00"
"00018","5","1","4","31","10","00:00","24:00"
"00018","5","1","11","31","12","00:00","07:00"
"00018","6","1","1","31","3","00:00","24:00"
"00018","6","1","4","31","10","00:00","24:00"
"00018","6","1","11","31","12","00:00","24:00"
"00018","7","1","1","31","3","00:00","24:00"
"00018","7","1","4","31","10","00:00","24:00"
"00018","7","1","11","31","12","00:00","24:00"
"00019","1","1","1","31","3","00:00","08:00"
"00019","1","1","1","31","3","13:00","16:00"
"00019","1","1","4","31","10","00:00","24:00"
"00019","1","1","11","31","12","00:00","08:00"
"00019","1","1","11","31","12","13:00","16:00"
"00019","2","1","1","31","3","00:00","08:00"
"00019","2","1","1","31","3","13:00","16:00"
"00019","2","1","4","31","10","00:00","24:00"
"00019","2","1","11","31","12","00:00","08:00"
"00019","2","1","11","31","12","13:00","16:00"
"00019","3","1","1","31","3","00:00","08:00"
"00019","3","1","1","31","3","13:00","16:00"
"00019","3","1","4","31","10","00:00","24:00"
"00019","3","1","11","31","12","00:00","08:00"
"00019","3","1","11","31","12","13:00","16:00"
"00019","4","1","1","31","3","00:00","08:00"
"00019","4","1","1","31","3","13:00","16:00"
"00019","4","1","4","31","10","00:00","24:00"
"00019","4","1","11","31","12","00:00","08:00"
"00019","4","1","11","31","12","13:00","16:00"
"00019","5","1","1","31","3","00:00","08:00"
"00019","5","1","1","31","3","13:00","16:00"
"00019","5","1","4","31","10","00:00","24:00"
"00019","5","1","11","31","12","00:00","08:00"
"00019","5","1","11","31","12","13:00","16:00"
"00019","6","1","1","31","3","00:00","08:00"
"00019","6","1","1","31","3","13:00","16:00"
"00019","6","1","4","31","10","00:00","24:00"
"00019","6","1","11","31","12","00:00","08:00"
"00019","6","1","11","31","12","13:00","16:00"
"00019","7","1","1","31","3","00:00","08:00"
"00019","7","1","1","31","3","13:00","16:00"
"00019","7","1","4","31","10","00:00","24:00"
"00019","7","1","11","31","12","00:00","08:00"
"00019","7","1","11","31","12","13:00","16:00"
"00020","1","1","1","31","3","00:00","07:00"
"00020","1","1","1","31","3","13:00","15:30"
"00020","1","1","4","31","10","00:00","24:00"
"00020","1","1","11","31","12","00:00","07:00"
"00020","1","1","11","31","12","13:00","15:30"
"00020","2","1","1","31","3","13:00","15:30"
"00020","2","1","4","31","10","00:00","24:00"
"00020","2","1","11","31","12","13:00","15:30"
"00020","3","1","1","31","3","13:00","15:30"
"00020","3","1","4","31","10","00:00","24:00"
"00020","3","1","11","31","12","13:00","15:30"
"00020","4","1","1","31","3","13:00","15:30"
"00020","4","1","4","31","10","00:00","24:00"
"00020","4","1","11","31","12","13:00","15:30"
"00020","5","1","1","31","3","13:00","15:30"
"00020","5","1","1","31","3","19:00","24:00"
"00020","5","1","4","31","10","00:00","24:00"
"00020","5","1","11","31","12","13:00","15:30"
"00020","5","1","11","31","12","19:00","24:00"
"00020","6","1","1","31","3","00:00","24:00"
"00020","6","1","4","31","10","00:00","24:00"
"00020","6","1","11","31","12","00:00","24:00"
"00020","7","1","1","31","3","00:00","24:00"
"00020","7","1","4","31","10","00:00","24:00"
"00020","7","1","11","31","12","00:00","24:00"
"00021","1","1","1","31","12","08:00","16:00"
"00021","2","1","1","31","12","08:00","16:00"
"00021","3","1","1","31","12","08:00","16:00"
"00021","4","1","1","31","12","08:00","16:00"
"00021","5","1","1","31","12","08:00","16:00"
"00021","6","1","1","31","12","08:00","16:00"
"00021","7","1","1","31","12","08:00","16:00"
"00022","1","1","1","31","12","00:00","07:30"
"00022","1","1","1","31","12","11:00","13:00"
"00022","1","1","1","31","12","15:00","16:00"
"00022","1","1","1","31","12","19:00","24:00"
"00022","2","1","1","31","12","00:00","07:30"
"00022","2","1","1","31","12","11:00","13:00"
"00022","2","1","1","31","12","15:00","16:00"
"00022","2","1","1","31","12","19:00","24:00"
