Chellow Id,Time Pattern Regime Id,Tele-switch/Clock Indicator,GMT Indicator
334,00364,1,1
335,00365,1,1
336,00366,1,1
337,00367,1,1
338,00368,1,1
339,00369,1,1
340,00370,1,1
341,00371,1,0
342,00372,1,0
343,00373,1,0
344,00374,1,1
345,00375,1,1
346,00376,1,0
347,00377,1,0
348,00378,1,1
349,00379,1,1
350,00380,1,1
351,00381,1,1
352,00382,1,1
353,00383,1,1
354,00384,1,1
355,00385,1,1
356,00386,1,1
357,00387,1,1
358,00388,1,1
359,00389,1,1
360,00390,1,1
361,00391,1,1
362,00392,1,1
363,00393,1,1
364,00394,1,1
365,00395,1,0
366,00396,1,0
367,00397,1,1
368,00398,1,1
369,00400,1,0
370,00401,1,0
371,00404,1,0
372,00405,1,0
373,00406,1,0
374,00407,1,0
375,00408,1,0
376,00409,1,0
377,00410,1,1
378,00411,1,1
379,00412,1,1
380,00413,1,1
381,00414,1,1
382,00415,1,1
383,00416,1,1
384,00417,1,0
385,00418,1,0
386,00419,1,0
387,00420,1,0
388,00421,1,0
389,00422,1,0
390,00423,1,0
391,00424,1,0
392,00425,1,0
393,00426,1,0
394,00427,1,0
395,01000,0,1
396,01001,0,1
397,01002,0,1
398,01003,0,1
399,01004,0,1
400,01005,0,1
401,01006,0,0
402,01007,0,0
403,01008,0,1
404,01009,0,1
405,01010,0,1
406,01011,0,1
407,01012,0,1
408,01013,0,1
409,01014,0,1
410,01015,0,1
411,01016,0,1
412,01017,0,1
413,01018,0,1
414,01019,0,1
415,01020,0,1
416,01021,0,1
417,01022,0,0
418,01023,0,0
419,01024,0,0
420,01025,0,0
421,01027,0,0
422,01028,0,0
423,01029,0,0
424,01030,0,1
425,01032,0,1
426,01034,0,1
427,01035,0,1
428,01036,0,1
429,01037,0,1
430,01038,0,1
431,01039,0,1
432,01040,0,1
433,01041,0,1
434,01042,0,1
435,01043,0,1
436,01044,0,0
437,01045,0,0
438,01046,0,0
439,01047,0,0
440,01048,0,1
441,01049,0,1
442,01050,0,1
443,01051,0,1
444,01052,0,1
445,01053,0,1
446,01054,0,1
447,01055,0,1
448,01056,0,1
449,01057,0,1
450,01058,0,1
451,01059,0,1
452,01060,0,1
453,01061,0,1
454,01062,0,1
455,01063,0,1
456,01064,0,1
457,01065,0,1
458,01066,0,1
459,01067,0,1
460,01068,0,1
461,01069,0,1
462,01070,0,1
463,01071,0,1
464,01072,0,1
465,01073,0,1
466,01074,0,1
467,01075,0,1
468,01076,0,1
469,01077,0,1
470,01078,0,1
471,01079,0,1
472,01080,0,0
473,01081,0,0
474,01082,0,0
475,01083,0,1
476,01084,0,1
477,01085,0,1
478,01086,0,1
479,01087,0,1
480,01088,0,1
481,01089,0,1
482,01090,0,1
483,01091,0,1
484,01092,0,1
485,01093,0,1
486,01094,0,1
487,01095,0,0
488,01096,0,0
489,01097,0,0
490,01098,0,0
491,01099,0,0
492,01100,0,0
493,01101,0,0
494,01102,0,0
495,01103,0,0
496,01104,0,1
497,01105,0,1
498,01106,0,1
499,01107,0,1
500,01108,0,1
501,01109,0,1
502,01110,0,1
503,01111,0,1
504,01112,0,1
505,01113,0,1
506,01114,0,1
507,01115,0,1
508,01116,0,1
509,01118,0,1
510,01119,0,1
511,01120,0,1
512,01121,0,1
513,01122,0,1
514,01123,0,1
515,01124,0,1
516,01125,0,1
517,01126,0,1
518,01127,0,1
519,01128,0,1
520,01129,0,1
521,01130,0,1
522,01131,0,1
523,01132,0,1
524,01133,0,1
525,01134,0,1
526,01135,0,1
527,01136,0,1
528,01137,0,1
529,01138,0,1
530,01139,0,1
531,01140,0,1
532,01141,0,1
533,01142,0,1
534,01143,0,1
535,01144,0,1
536,01145,0,1
537,01146,0,1
538,01147,0,1
539,01148,0,1
540,01149,0,1
541,01150,0,1
542,01151,0,1
543,01152,0,1
544,01153,0,1
545,01154,0,1
546,01155,0,0
547,01156,0,0
548,01157,0,0
549,01161,0,0
550,01162,0,0
551,01163,0,0
552,01167,0,1
553,01168,0,1
554,01169,0,1
555,01170,0,1
556,01171,0,1
557,01172,0,1
558,01173,0,1
559,01174,0,1
560,01175,0,1
561,01176,0,1
562,01177,0,1
563,01178,0,1
564,01179,0,1
565,01180,0,1
566,01181,0,1
567,01182,0,1
568,01183,0,1
569,01184,0,1
570,01185,0,1
571,01186,0,1
572,01189,0,1
573,01190,0,1
574,01191,0,1
575,01192,0,1
576,01193,0,1
577,01194,0,1
578,01195,0,1
579,01196,0,1
580,01200,0,0
581,01201,0,0
582,01202,0,0
583,01203,0,0
584,01204,0,0
585,01205,0,0
586,01206,0,0
587,01207,0,0
588,01208,0,0
589,01209,0,0
590,01210,0,0
591,01211,0,0
592,01212,0,0
593,01213,0,0
594,01214,0,0
595,01215,0,0
596,01216,0,0
597,01217,0,0
598,01218,0,0
599,01219,0,0
600,01220,0,0
601,01221,0,0
602,01222,0,0
603,01223,0,0
604,01224,0,0
605,01225,0,0
606,01226,0,0
607,01227,0,0
608,01228,0,0
609,01229,0,0
610,01233,0,0
611,01234,0,0
612,01235,0,0
613,01236,0,0
614,01237,0,0
615,01238,0,1
616,01239,0,1
617,01240,0,1
618,01241,0,1
619,01242,0,1
620,01243,0,1
621,01244,0,1
622,01245,0,1
623,01246,0,1
624,01247,0,1
625,01248,0,1
626,01249,0,1
627,01250,0,1
628,01251,0,1
629,01252,0,1
630,01253,0,1
631,01254,0,1
632,01255,0,1
633,01256,0,1
634,01257,0,1
635,01260,0,0
636,01261,0,0
637,01262,0,1
638,01263,0,1
639,01265,0,1
640,01266,0,1
641,01267,0,1
642,01268,0,1
643,01269,0,1
644,01270,0,1
645,01271,0,1
646,01272,0,1
647,01273,0,1
648,01274,0,1
649,01275,0,1
650,01276,0,1
651,01277,0,1
652,01278,0,1
653,01279,0,1
654,01280,0,1
655,01284,0,1
656,01285,0,1
657,01286,0,1
658,01287,0,1
659,01288,0,0
660,01289,0,0
661,01290,0,1
662,01291,0,1
663,01292,0,1
664,01293,0,1
665,01294,0,1
666,01295,0,1
667,01296,0,1
668,01297,0,1
669,01298,0,1
670,01299,0,1
671,01300,0,1
672,01307,0,1
673,01308,0,1
674,01309,0,1
675,01310,0,1
676,01311,0,1
677,01312,0,1
678,01313,0,1
679,01315,0,1
680,01316,0,1
681,01317,0,1
682,01319,0,1
683,01320,0,1
684,01321,0,1
685,01323,0,1
686,01324,0,1
687,01325,0,1
688,01326,0,1
689,01327,0,1
690,01328,0,1
691,01329,0,1
692,01330,0,1
693,01331,0,1
694,01332,0,1
695,01333,0,1
696,01334,0,1
697,01335,0,1
698,01336,0,1
699,01337,0,1
700,01338,0,1
701,01339,0,1
702,01340,0,1
703,01341,0,1
704,01342,0,1
705,01343,0,1
706,01344,0,1
707,01345,0,1
708,01346,0,1
709,01347,0,1
710,01348,0,1
711,01349,0,1
712,01350,0,1
713,01351,0,1
714,01352,0,1
715,01353,0,1
716,01354,0,1
717,01355,0,1
718,01356,0,1
719,01357,0,1
720,01358,0,1
721,01359,0,1
722,01360,0,1
723,01361,0,0
724,01362,0,0
725,01363,0,0
726,01364,0,0
727,01365,0,1
728,01366,0,1
729,01367,0,1
730,01368,0,1
731,01371,0,0
732,01372,0,0
733,01375,0,0
734,01376,0,0
735,01377,0,0
736,01378,0,0
737,01379,0,0
738,01380,0,0
739,01381,0,0
740,01382,0,0
741,01383,0,0
742,01384,0,0
743,01385,0,0
744,01386,0,0
745,01392,0,1
746,01393,0,1
747,01394,0,1
748,01395,0,0
749,01396,0,0
750,01397,0,1
751,01398,0,1
752,01399,0,0
753,01400,0,0
754,01401,0,0
755,01402,0,0
756,01403,0,0
757,01404,0,0
758,01405,0,0
759,01406,0,1
760,01407,0,1
761,01408,0,1
762,01409,0,1
763,01410,0,0
764,01411,0,0
765,01412,0,1
766,01413,0,1
767,01414,0,0
768,01415,0,0
769,01416,0,0
770,01417,0,0
771,01418,0,0
772,01419,0,0
773,01420,0,0
774,01421,0,0
775,01422,0,1
776,01423,0,1
777,01424,0,1
778,01425,0,1
779,01426,0,1
780,01427,0,1
781,01428,0,1
782,01429,0,1
783,13001,0,1
784,13002,0,1
785,13003,0,1
786,13004,0,1
787,13005,0,1
788,13006,0,1
789,13007,0,1
790,13008,0,1
791,13009,0,1
792,13010,0,1
793,13011,0,1
794,13012,0,1
795,13013,0,1
796,13014,0,1
797,13015,0,1
798,13016,0,1
799,13017,0,1
800,13018,0,1
801,13019,0,1
802,13020,0,1
803,13021,0,1
804,13022,0,1
805,13023,0,1
806,13024,0,1
807,13025,0,1
808,13026,0,1
809,13027,0,1
810,13028,0,1
811,13032,0,1
812,13033,0,1
813,13034,0,1
814,13035,0,1
815,13036,0,1
816,13037,0,1
817,13038,0,1
818,13039,0,1
819,13040,0,1
820,13041,0,1
821,13042,0,1
822,13043,0,1
823,13044,0,1
824,13045,0,1
825,13046,0,1
826,13047,0,1
827,13048,0,1
828,13049,0,1
829,13050,0,1
830,13051,0,1
831,13052,0,1
832,13053,0,1
833,13054,0,1
834,13055,0,1
835,13056,0,1
836,13057,0,1
837,13058,0,1
838,13059,0,1
839,13060,0,1
840,13061,0,1
841,13062,0,1
842,13063,0,1
843,13064,0,1
844,13065,0,1
845,13066,0,1
846,13067,0,1
847,13068,0,1
848,13069,0,1
849,13070,0,1
850,13071,0,1
851,13072,0,1
852,13073,0,1
853,13074,0,1
854,13075,0,1
855,13076,0,1
856,13077,0,1
857,13078,0,1
858,13079,0,1
859,13080,0,1
860,13081,0,1
861,13082,0,1
862,13083,0,1
863,13084,0,1
864,13085,0,1
865,13086,0,1
866,13087,0,1
867,13088,0,1
868,13089,0,1
869,13090,0,1
870,13091,0,1
871,13092,0,1
872,13093,0,1
873,14001,0,0
874,14002,0,0
875,14003,0,0
876,14004,0,0
877,14005,0,1
878,14006,0,1
879,14007,0,1
880,14008,0,1
881,14009,0,1
882,14010,0,1
883,14011,0,1
884,14012,0,1
885,14013,0,1
886,14014,0,1
887,14015,0,0
888,14016,0,0
889,14017,0,1
890,14018,0,1
891,14019,0,1
892,14020,0,1
893,14021,0,1
894,14022,0,1
895,14023,0,1
896,14024,0,1
897,14025,0,1
898,14026,0,0
899,14027,0,0
900,14028,0,1
901,14029,0,1
902,14030,0,1
903,14031,0,1
904,14032,0,1
905,14033,0,1
906,14034,0,1
907,14035,0,1
908,14036,0,1
909,14037,0,1
910,14038,0,1
911,14039,0,0
912,14040,0,0
913,14041,0,1
914,14042,0,1
915,14043,0,1
916,14044,0,1
917,14045,0,1
918,14046,0,1
919,14047,0,1
920,14048,0,1
921,14049,0,1
922,14050,0,1
923,14051,0,0
924,14052,0,0
925,14053,0,1
926,14054,0,0
927,14055,0,0
928,14056,0,1
929,14057,0,0
930,14058,0,0
931,14059,0,0
932,14060,0,0
933,14061,0,0
934,14062,0,0
935,14063,0,0
936,14064,0,0
937,14065,0,0
938,14066,0,0
939,14067,0,0
940,14068,0,0
941,14069,0,1
942,14070,0,1
943,14071,0,1
944,14072,0,1
945,14073,0,1
946,14074,0,1
947,14075,0,1
948,14076,0,1
949,14077,0,1
950,14078,0,1
951,14079,0,1
952,14080,0,1
953,14081,0,0
954,14082,0,0
955,14083,0,0
956,14084,0,0
957,14085,0,1
958,14086,0,1
959,14087,0,1
960,14088,0,1
961,14089,0,1
962,14090,0,1
963,14091,0,1
964,14092,0,1
965,14093,0,1
966,14094,0,1
967,14095,0,1
968,14096,0,1
969,14097,0,1
970,14098,0,1
971,14099,0,1
972,14100,0,1
973,14101,0,1
974,14102,0,1
975,14103,0,0
976,14104,0,0
977,14105,0,0
978,14106,0,0
979,14107,0,0
980,14108,0,0
981,14109,0,1
982,14110,0,1
983,14111,0,1
984,14112,0,1
985,14113,0,1
986,14114,0,1
987,14115,0,1
988,14116,0,1
989,14117,0,1
990,14118,0,1
991,14119,0,1
992,14120,0,1
993,14121,0,0
994,14122,0,0
995,14123,0,1
996,14124,0,1
997,14125,0,1
998,14126,0,1
999,14127,0,1
1000,14128,0,1
1001,14129,0,1
1002,14130,0,1
1003,14131,0,1
1004,14132,0,1
1005,14133,0,1
1006,14134,0,1
1007,14135,0,1
1008,14136,0,1
1009,14137,0,1
1010,14138,0,1
1011,14139,0,1
1012,14140,0,1
1013,14141,0,1
1014,14142,0,1
1015,14143,0,1
1016,14144,0,1
1017,14145,0,1
1018,14146,0,1
1019,14147,0,1
1020,14148,0,1
1021,14149,0,1
1022,14150,0,1
1023,14151,0,1
