Chellow Id,Market Participant Role Code Id,Market Participant Chellow Id,Address Line 1,Effective From Date {MPR},Effective To Date {MPR},Distributor Short Code
109,32,63,Donnington Energy Limited,2010-07-14,,
110,33,64,Wherstead Business Park,2000-11-10,2007-03-09,
111,33,65,Windmill Hill Business Park,1999-08-20,,
112,32,66,Dual Energy Direct Limited,2010-02-17,,
113,17,67,30 Millbank,1996-04-01,,
114,19,67,30 Millbank,1996-04-01,2004-06-04,
115,32,68,BES Commercial Electricity Ltd,2009-11-18,,
116,32,69,British Gas Trading Ltd,2005-03-04,,
117,32,70,Energy Co2 Limited,2005-03-04,2011-03-16,
118,20,71,C&C Group Holdings Ltd,2006-02-10,,
119,32,72,Reuben Power Supply Limited,2000-01-21,,
120,32,73,Renewable Energy Company Ltd,2002-09-13,,
121,7,74,54 Bengeworth Road,2003-04-17,,
122,2,76,EDF Energy Customers plc,2013-01-16,,
123,7,76,EDF Energy Customer Field Service,2008-06-28,,
124,4,77,UK Power Networks (IDNO),2009-04-16,,
125,18,77,UK Power Networks (IDNO),2009-04-16,,
126,24,77,UK Power Networks (IDNO),2009-04-16,,
127,26,77,UK Power Networks (IDNO),2009-04-16,,28
128,31,77,UK Power Networks (IDNO),2009-04-16,,
129,32,78,Electricity Direct (UK),1996-04-01,,
130,1,80,E.ON UK,2012-08-15,,
131,4,80,Eastern Power Networks,1996-04-01,,
132,5,80,Wherstead Park,1996-04-01,,
133,6,80,Siemens MCS,2004-04-30,,
134,7,80,Eastern Power Networks,2003-04-17,,
135,10,80,Siemens MCS,1996-04-01,,
136,12,80,Siemens MCS,1996-04-01,,
137,18,80,Eastern Power Networks,1996-04-01,,
138,21,80,Siemens MCS,1996-04-01,,
139,24,80,Eastern Power Networks,1996-04-01,,
140,26,80,Eastern Power Networks,1996-04-01,,10
141,30,80,Wherstead Park,1996-04-01,,
142,31,80,Eastern Power Networks,1996-04-01,,
143,32,80,E.ON Energy Ltd,1996-04-01,,
144,1,81,E.ON UK,2012-08-15,,
145,32,81,E.ON Energy Ltd,1998-08-17,,
146,32,82,Economy Energy Trading Limited,2012-03-14,,
147,33,83,Landsdowne House,1999-08-20,,
148,32,84,Eledor Limited,2002-11-22,2006-09-01,
149,1,86,E.ON UK,2012-08-15,,
150,2,86,E.ON UK,2012-08-15,,
151,3,86,E.ON UK,2012-08-15,,
152,4,86,E.ON UK,1998-11-09,,
153,5,86,Siemens Metering Services,1998-11-09,2012-01-18,
154,6,86,Siemens MCS,2004-04-30,,
155,7,86,Western Power Distribution East Midlands,2003-05-29,,
156,10,86,E.ON UK Energy Services Limited,1996-04-01,,
157,12,86,E.ON UK Energy Services Limited,1996-04-01,,
158,18,86,Western Power Distribution East Midlands,1998-11-09,,
159,21,86,E.ON UK Energy Services Limited,1996-04-01,,
160,24,86,Western Power Distribution East Midlands,1996-04-01,,
161,26,86,Western Power Distribution East Midlands,1996-04-01,,11
162,30,86,Powergen Energy plc,1999-03-09,,
163,31,86,Western Power Distribution East Midlands,1998-11-09,,
164,32,86,E.ON Energy Ltd,1996-04-01,,
165,33,87,Wherstead park,2000-07-07,,
166,32,89,Energy Data Company Limited,2004-12-10,,
167,32,90,Eneco Energy Trade BV,2010-03-17,,
168,6,91,Energy Assets Ltd,2007-03-09,,
169,1,92,British Gas Trading Ltd,2012-03-14,,
170,32,92,British Gas Trading Ltd,1996-04-01,,
171,1,93,Opus Energy Renewables Limited,2012-07-20,,
172,32,93,Evenlode Energy Limted,2010-07-14,,
173,32,94,4 Millbank,1996-04-01,2001-03-16,
174,14,95,The National Grid Company Building,1996-04-01,,
175,32,96,Trafford Plaza,2002-08-09,,
176,32,97,The Havens,1996-04-01,1999-08-20,
177,27,98,Fairham House,1996-04-01,,
178,7,99,Westwood Way,2006-07-01,,
179,21,99,Eon UK Energy Services Ltd,2006-07-28,,
180,32,100,36 Park Road,2003-10-17,2004-11-05,
181,4,102,Electricity Network Company,2008-02-05,,
182,7,102,Energy House,2006-05-26,,
183,18,102,Energy House,2006-05-26,,
184,21,102,Energy House,2006-05-26,,
185,24,102,Energy House,2006-05-26,,
186,26,102,The Electricity Network Company Ltd,2006-05-26,,27
187,33,103,Wilton,1999-08-20,,
188,32,104,Europa Energy Supply Limited,2012-10-17,,
189,32,109,Farmoor Energy Limited,2010-07-14,,
190,32,110,"101, Wigmore Street,",2000-05-03,2007-03-09,
191,32,111,IPM Energy Retail Ltd,2007-12-07,,
192,32,112,First Utility Ltd,2005-12-01,,
193,32,113,F & S Energy Ltd.,2013-01-16,,
194,7,114,19 South Audley Street,2006-10-06,,
195,32,115,Ganymede Energy Supply Limited,2012-10-17,,
196,33,116,GUS Building,2000-05-03,,
197,3,117,Absolute Insulation Ltd,2013-02-20,,
198,2,118,Green Deal Advice 247 Ltd,2012-12-19,,
199,2,119,Advent Energy Management,2013-02-20,,
200,2,120,Anglian Home Improvements,2012-07-18,,
201,3,120,Anglian Home Improvements,2012-07-18,,
202,2,121,Anesco Ltd,2012-10-17,,
203,3,121,Anesco Ltd,2013-03-20,,
204,2,122,Ampre Green Deal Limited,2012-07-18,,
205,2,123,AOS Heating Ltd,2013-02-20,,
206,2,124,Apple Panels Ltd,2012-10-17,,
207,2,125,Aran Services Ltd,2012-11-14,,
208,2,126,BritishEco Limited,2012-07-18,,
209,3,126,BritishEco Limited,2012-07-18,,
210,2,127,British Gas New Heating,2012-09-19,,
211,3,127,British Gas New Heating,2012-09-19,,
212,34,128,MRA Service Company,2012-03-14,,
213,2,129,Carillion Energy Services,2012-07-18,,
214,3,129,Carillion Energy Services,2012-07-18,,
215,2,130,CarbonLow Real Estate Ltd,2012-07-18,,
216,3,130,CarbonLow Real Estate Ltd,2012-07-18,,
217,2,131,Climate Energy Ltd,2012-11-14,,
218,3,131,Climate Energy Ltd,2012-11-14,,
219,2,132,The Energy Saving Co-operative,2013-03-20,,
220,2,133,Capital Energy,2012-12-19,,
221,2,134,City Energy South Wales Ltd,2012-09-19,,
222,2,135,Commercial Tech Services Ltd,2013-02-20,,
223,3,135,Commercial Tech Services Ltd,2013-02-20,,
224,2,136,Green Deal Direct Ltd,2012-11-14,,
225,2,137,The Big Green Energy Company,2012-10-17,,
226,2,138,Eco Deal Ltd,2013-01-16,,
227,2,139,Enact Energy Renewables Ltd,2012-07-18,,
228,3,140,Egnida Limited,2013-02-20,,
229,2,141,Empower Community Mgt Ltd,2012-07-18,,
230,3,141,Empower Community Mgt Ltd,2012-07-18,,
231,2,142,Enhance Energy,2012-12-19,,
232,3,143,Go-Green Energy Project Ltd,2013-02-20,,
233,2,144,Green Deal Energy Services UK,2013-01-16,,
234,2,145,Energy Trust,2012-11-14,,
235,2,146,Solar Europa Ltd,2013-02-20,,
236,3,146,Solar Europa Ltd,2013-02-20,,
237,2,147,Green Deal Express,2012-11-14,,
238,2,148,The Green Deal Finance Company,2012-08-15,,
239,3,148,The Green Deal Finance Company,2012-08-15,,
240,2,149,FITGAS Ltd,2012-12-19,,
241,3,149,FITGAS Ltd,2012-12-19,,
242,2,150,Foster Property Maintenance,2013-01-16,,
243,2,151,Freedom Renewables Limited,2013-03-20,,
244,3,152,GDFC Services Limited,2013-02-20,,
245,2,153,Green Assess,2013-02-20,,
246,2,154,Greenbuy Energy Limited,2013-03-20,,
247,2,155,GDFC Assets Limited,2013-03-20,,
248,3,155,GDFC Assets Limited,2013-03-20,,
249,2,156,Grafton Group,2012-07-18,,
250,2,157,GHE Solar Ltd,2012-10-17,,
251,2,158,Windows Plus,2013-03-20,,
252,2,159,Gr33n Ltd,2013-01-16,,
253,2,160,Gentoo,2012-07-18,,
254,3,160,Gentoo,2012-07-18,,
255,2,161,Greenvision Energy Ltd,2013-03-20,,
256,2,162,HELMS Ltd,2012-11-14,,
257,2,163,High Oak Green Investments Ltd,2013-03-20,,
258,2,164,Housing Action Management Ltd,2013-03-20,,
259,2,165,Infinity Energy Org,2012-10-17,,
260,3,165,Infinity Energy Org,2013-02-20,,
261,2,166,Insta Group,2012-07-18,,
262,3,166,Insta Group,2012-07-18,,
263,3,167,A.& M. Insulations Ltd,2013-02-20,,
264,2,168,Inteb Sustainability Limited,2012-10-17,,
265,2,169,Kingfisher Future Homes,2012-07-18,,
266,3,169,Kingfisher Future Homes,2012-07-18,,
267,2,170,Kernow Loans Ltd,2013-01-16,,
268,2,171,Keepmoat,2012-07-18,,
269,2,172,Low Carbon Finance Ltd,2013-01-16,,
270,2,173,Local Energy,2012-10-17,,
271,2,174,Mark Group Ltd,2012-07-18,,
272,3,174,Mark Group Ltd,2012-07-18,,
273,2,175,MEB Total Ltd,2012-11-14,,
274,3,175,MEB Total Ltd,2012-11-14,,
275,2,176,Nationwide Energy Consultants,2012-09-19,,
276,2,177,Network Green Deal Ltd,2012-10-17,,
277,3,177,Network Green Deal Ltd,2012-10-17,,
278,2,178,British Gas Trading Limited,2013-02-20,,
279,3,178,British Gas Trading Limited,2013-02-20,,
280,2,179,Nationwide Solar Ltd,2013-02-20,,
281,3,179,Nationwide Solar Ltd,2013-02-20,,
282,2,180,1 Business Enterprise Ltd,2012-12-19,,
283,2,181,Osborne Energy Ltd,2013-02-20,,
284,2,182,OUR GENERATION LIMITED,2012-08-15,,
285,3,182,OUR GENERATION LIMITED,2012-08-15,,
286,2,183,Physis Energy Ltd,2012-10-17,,
287,2,184,Green Deal Provider Network,2012-12-19,,
288,3,184,Green Deal Provider Network,2012-12-19,,
289,2,185,Polyramek Energy Ltd,2013-02-20,,
290,2,186,ReEnergise Finance Ltd.,2012-07-18,,
291,3,186,ReEnergise Finance Ltd.,2012-07-18,,
292,2,187,Renewable Infrastructure Ltd,2012-11-14,,
293,2,188,The Ridgeway Partnership,2013-01-16,,
294,3,189,RateSetter,2012-11-14,,
295,2,190,Scenergy Ltd,2013-02-20,,
296,3,190,Scenergy Ltd,2013-02-20,,
297,3,191,Energy Save Direct,2013-02-20,,
298,2,192,G2V Solar Energy Solutions Ltd,2012-12-19,,
299,2,193,SIG GDP Company Ltd,2013-02-20,,
300,2,194,Servicetotal Ltd,2013-01-16,,
301,2,195,Solus Renewable Energy Ltd,2012-12-19,,
302,2,196,Silverstone Green Energy Ltd,2012-11-14,,
303,2,197,Stroma Energy Limited,2012-07-18,,
304,3,197,Stroma Energy Limited,2012-07-18,,
305,2,198,Solarwise Renewables Ltd,2013-02-20,,
306,3,198,Solarwise Renewables Ltd,2013-02-20,,
307,2,199,Toriga Energy Ltd,2012-07-18,,
308,3,199,Toriga Energy Ltd,2012-08-15,,
309,2,200,UCS Renewables,2013-02-20,,
310,2,201,Utd Sustainable Energy Agency,2012-08-15,,
311,2,202,Volta Green Deal,2013-03-20,,
312,2,203,Wolseley UK,2012-11-14,,
313,3,203,Wolseley UK,2012-11-14,,
314,2,204,Work Work Ltd,2013-03-20,,
315,2,205,Yorkshire Energy Services,2012-07-18,,
316,2,206,Your Green Deal Provider Ltd,2013-02-20,,
317,32,207,Utilita Energy Limited,2004-06-04,,
318,32,208,The Gas Light & Coke Company,2001-02-16,2008-01-11,
319,32,209,Gazprom Marketing & Trading Retail Ltd,2009-04-16,,
320,32,210,Garsington Energy Limited,2010-07-14,,
321,32,211,42 Barnfield Place,2000-08-11,2006-03-24,
322,4,212,Energetics Electricity Ltd,2006-12-22,,
323,24,212,Energetics Electricity Ltd,2005-06-03,,
324,26,212,Energetics Electricity Ltd,2005-06-03,,26
325,33,213,Ventureforth House,2000-08-11,,
326,32,214,Haven Power Limited,2006-12-01,,
327,32,216,Inveralmond House,1998-09-04,2003-05-23,
328,33,217,Wherstead Business Park,2000-11-10,2007-03-09,
329,32,218,Holborn Energy Limited,2013-03-20,,
330,32,219,Haven Power Limited,2010-02-17,,
331,32,220,Hudson Energy Supply UK Ltd,2012-03-15,,
332,1,222,SSE Plc,2012-07-20,,
333,4,222,Scottish Hydro-Electric Distribution Ltd,1997-10-01,,
334,7,222,Inveralmond House,2003-04-17,,
335,9,222,Scottish & Southern Metering,1996-04-01,,
336,10,222,Scottish & Southern Metering Ltd,1996-04-01,,
337,11,222,SSE Plc,1996-04-01,,
338,12,222,Scottish & Southern Metering,1996-04-01,,
339,13,222,Inveralmond House,1997-10-01,,
340,17,222,Inveralmond House,1997-10-01,,
341,18,222,Inveralmond House,1997-10-01,,
342,21,222,Scottish and Southern Metering,1996-04-01,,
343,22,222,Inveralmond House,1997-10-01,,
344,23,222,Inveralmond House,1997-10-01,,
345,24,222,Inveralmond House,1996-04-01,,
346,25,222,Inveralmond House,1997-10-01,,
347,26,222,Scottish Hydro-Electric Distribution Ltd,1996-04-01,,17
348,28,222,Inveralmond House,1997-10-01,,
349,30,222,Grampian House,1997-10-01,,
350,31,222,Emmock Road,1997-10-01,,
351,32,222,SSE Plc,1996-04-01,,
352,33,222,Inveralmond House,1996-04-01,,
353,33,223,The Heath,1999-08-20,,
354,32,224,5th Floor,2000-07-07,2001-01-12,
355,32,225,SSE Plc,1998-09-01,,
356,32,226,INEOS Chlor Energy Ltd,1996-04-01,,
357,1,227,Npower Direct Limited NHH,2012-07-20,,
358,32,227,NPOWER DIRECT LTD NHH,1996-04-01,,
359,32,229,NPOWER DIRECT LTD HH,1999-03-09,2006-09-01,
360,4,230,Independent Power Networks Limited,2004-08-01,,
361,18,230,Independent Power Networks Limited,2004-08-01,,
362,24,230,Independent Power Networks Limited,2004-08-01,,
363,26,230,Independent Power Networks Limited,2004-08-01,,24
364,33,231,Wherstead Business Park,2000-11-10,2007-03-09,
365,32,233,Kensington Power Limited,2013-03-20,,
366,6,237,Lowri Beck Services Ltd,2006-12-22,,
367,7,237,Lowri Beck Services Ltd,2008-02-05,,
368,10,237,Lowri Beck Services Limited,2008-01-11,,
369,12,237,Lowri Beck Services Ltd,2008-02-05,,
370,21,237,Lowri Beck Services Limited,2008-01-11,,
371,6,238,First Floor,2006-09-01,,
372,30,238,First Floor,2006-09-01,,
373,32,239,The Communication Building,2000-01-21,2001-03-16,
374,32,240,Templar House,2000-05-03,2001-03-16,
375,4,241,ESP Electricity Limited,2008-09-02,,
376,18,241,ESP Electricity Ltd,2006-12-22,,
377,21,241,ESP Electricity Limited,2010-10-01,,
378,24,241,ESP Electricity Ltd,2005-04-01,,
379,26,241,ESP Electricity Ltd,2005-04-01,,25
380,1,242,EDF Energy,2012-05-16,,
381,4,242,London Power Networks,1999-01-29,,
382,6,242,EDF Energy Customer Field Services,2009-11-18,,
383,7,242,London Power Networks,2003-04-17,,
384,9,242,Energy Services,1996-04-01,1999-03-09,
385,10,242,EDF Energy Customer Field Services,1996-04-01,,
386,11,242,Energy Services,1996-04-01,1999-03-09,
387,12,242,EDF Energy Customer Field Services,1996-04-01,,
388,18,242,London Power Networks,1996-04-01,,
389,21,242,EDF Energy Customer Field Services,1996-04-01,,
390,24,242,London Power Networks,1996-04-01,,
391,26,242,London Power Networks,1996-04-01,,12
392,30,242,Gadeon House,1996-04-01,,
393,31,242,London Power Networks,1996-04-01,,
394,32,242,EDF Energy,1996-04-01,,
395,32,243,Lumen Energy Supply Limited,2009-11-18,,
396,32,244,MA Energy Ltd,2009-08-19,,
397,32,245,DONG Energy Power Sales UK Ltd,2011-06-15,,
398,33,246,Berkeley Centre,2002-02-22,2007-12-07,
399,32,247,P O Box 177,2000-08-11,2001-03-16,
400,33,247,P O Box 177,2000-08-11,,
401,1,248,Scottish Power Energy Retail Ltd,2012-07-20,,
402,4,248,SP Manweb Plc,1998-11-13,,
403,5,248,SP Dataserve Ltd,1998-11-13,,
404,7,248,SP Manweb Plc,2003-05-29,,
405,10,248,SP Dataserve Ltd,1996-04-01,,
406,12,248,SP Dataserve Ltd,1996-04-01,,
407,17,248,SP Manweb Plc,1998-11-13,,
408,18,248,SP Manweb Plc.,1996-04-01,,
409,21,248,SP Dataserve Ltd,1996-04-01,,
410,24,248,SP Manweb Plc.,1996-04-01,,
411,26,248,SP Manweb Plc,1996-04-01,,13
412,30,248,Scottish Power Energy Retail Ltd,1998-11-13,,
413,31,248,SP Dataserve Ltd,1996-04-01,,
414,32,248,Scottish Power Energy Retail Ltd,1996-04-01,,
415,32,249,Temple Chambers,2000-10-20,2005-03-04,
416,6,251,E.ON UK Energy Services Limited,2003-07-25,,
417,6,252,E.ON UK Energy Services Limited,2003-07-25,,
418,6,253,Metering Services Ltd,2003-07-25,,
419,7,254,Metering Services Ltd,2003-05-29,,
420,6,255,E.ON UK Energy Services Limited,2003-07-25,,
421,7,256,Meter Fit Assets Limited,2011-07-20,,
422,7,257,Meter Fit Ltd,2010-06-16,,
423,7,258,Meter Fit Ltd,2010-06-16,,
424,32,259,33 Grosvenor Place,1999-12-17,2007-01-19,
425,1,260,Npower Limited,2012-07-20,,
426,4,260,Western Power Distribution West Midlands,1998-11-09,,
427,5,260,Midlands Electricity plc,1998-11-09,2008-12-02,
428,7,260,Western Power Distribution West Midlands,2003-04-17,,
429,9,260,Midlands Electricity plc,1996-04-01,1999-07-13,
430,9,260,E.ON UK Energy Services Limited,2002-08-09,,
431,10,260,E.ON UK Energy Services Limited,1996-04-01,,
432,11,260,Midlands Electricity plc,1996-04-01,1999-07-13,
433,11,260,E.ON UK Energy Services Limited,2002-08-09,,
434,12,260,E.ON UK Energy Services Limited,1996-04-01,,
435,18,260,Western Power Distribution West Midlands,1998-11-09,,
436,21,260,E.ON UK Energy Services Limited,1996-04-01,,
437,24,260,Western Power Distribution West Midlands,1996-04-01,,
438,26,260,Western Power Distribution West Midlands,1996-04-01,,14
439,30,260,National Power (Energy Co.) Limited,1996-04-01,,
440,31,260,Western Power Distribution West Midlands,1998-11-09,,
441,32,260,NPOWER LTD,1996-04-01,,
442,33,260,Midlands Electricity plc,1998-11-09,,
443,7,261,G4S Utility Services (UK) Ltd,2010-09-15,,
444,7,262,Macquarie Leasing Limited,2010-03-17,,
445,6,264,Avonbank,2003-07-25,2007-04-05,
446,32,265,MSCGI c/o Morgan Stanley & Co.  Int. Ltd,2006-04-01,,
447,1,266,Npower Limited,2012-07-20,,
448,7,266,NPOWER LTD,2003-07-25,,
449,11,266,npower Ltd,2011-12-14,,
450,21,266,NPOWER LTD,2009-08-19,,
451,32,266,Npower Ltd,1996-04-01,,
452,1,267,Npower Northern Supply Ltd,2012-07-20,,
453,2,267,npower,2012-09-19,,
454,4,267,Northern Powergrid (Northeast) Ltd,2006-03-24,,
455,5,267,Npower Ltd,2010-10-20,,
456,7,267,Northern Powergrid (Northeast) Ltd,2003-04-17,,
457,9,267,NPower Northern Ltd,1996-04-01,,
458,10,267,Npower Northern Ltd,1996-04-01,,
459,11,267,Npower Northern Ltd,1996-04-01,,
460,12,267,NPower Northern Ltd,1996-04-01,,
461,18,267,Northern Powergrid (Northeast) Ltd,1998-10-01,,
462,21,267,Northern Electric Distribution Ltd,1996-04-01,,
463,24,267,Northern Powergrid (Northeast) Ltd,1996-04-01,,
464,26,267,Northern Powergrid (Northeast) Limited,1996-04-01,,15
465,30,267,Carliol House,1998-10-01,,
466,31,267,Carliol House,1998-10-01,,
467,32,267,Npower Northern Supply Ltd,1996-04-01,,
468,1,268,British Energy Direct Limited,2012-05-16,,
469,32,268,British Energy Direct Limited,1996-04-01,,
470,33,268,British Energy Generation Ltd,2004-07-09,,
471,28,272,185 Park Street,1996-04-01,,
472,33,274,Windmill Hill Business Park,2000-03-28,,
473,32,275,Bridge House,1996-04-01,2000-03-28,
474,1,276,E.ON UK,2012-08-15,,
475,4,276,Electricity North West Limited,1998-11-13,,
476,5,276,ENTERPRISE MANAGED SERVICES (E&CS) LTD,1998-11-13,,
477,7,276,Electricity North West Limited,2003-04-17,,
478,10,276,E.ON UK Energy Services Limited,1996-04-01,,
479,12,276,E.ON UK Energy Services Limited,1996-04-01,,
480,18,276,Electricity North West Limited,1998-11-13,,
481,21,276,ENTERPRISE MANAGED SERVICES (E&CS) LTD,1996-04-01,,
482,24,276,Electricity North West Limited,1996-04-01,,
483,26,276,Electricity North West Limited,1996-04-01,,16
484,30,276,Manchester Rd,1998-11-13,,
485,31,276,Electricity North West Limited,1998-11-13,,
486,32,276,E.ON Energy Ltd,1996-04-01,,
487,30,277,INNOGY Plc,2008-01-11,,
488,33,277,Windmill Hill Business Park,2000-05-03,,
489,33,278,Windmill Hill Business Park,2000-03-28,,
490,32,279,Nuclear Decommissioning Authority Ltd,1996-04-01,,
491,32,280,Oberon Energy Supply Limited,2012-10-17,,
492,32,281,British Gas Trading Ltd,2003-07-25,,
493,8,282,Orange Limited,2011-02-24,,
494,21,283,OnStream,2009-06-12,,
495,6,284,UMS Ltd (trading as OnStream),2006-12-22,,
496,7,284,UMS Ltd (trading as OnStream),2006-12-22,,
497,10,284,UMS Ltd (trading as OnStream),2009-01-14,,
498,12,284,UMS Ltd (trading as OnStream),2009-01-14,2012-08-15,
499,21,284,UMS Ltd (trading as OnStream),2006-12-22,,
500,6,285,35 Homer Road,2005-11-18,,
501,7,285,35 Homer Road,2003-05-23,,
502,21,285,Utility Metering Services Ltd,2003-05-23,2010-03-17,
503,8,286,O2,2011-02-24,,
504,32,287,OVO Energy,2009-08-19,,
505,1,288,Opus Energy Limited,2012-07-20,,
506,32,288,Opus Energy Limited,2002-08-09,,
507,33,289,Westwood Way,2000-03-28,,
508,5,290,Power Data Assoiates Ltd,2006-02-10,,
509,1,293,E.ON UK,2012-08-15,,
510,32,293,E.ON Energy,1996-04-01,,
511,33,293,53 New Broad Street,1999-03-17,,
512,5,294,PLEXUS TECHNOLOGY LIMITED,2007-07-13,,
513,6,294,PLEXUS TECHNOLOGY LIMITED,2007-07-13,,
514,7,294,PLEXUS TECHNOLOGY LIMITED,2007-07-13,,
515,7,295,Npower Yorkshire Ltd (MeterPlus),2003-05-23,,
516,34,297,338 Euston Road,1996-04-01,,
517,7,298,PRI Ltd,2005-04-29,,
